"genus","species","english_common_name","aou","binomial","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","Scientific","migclass","Foraging","Coarse.trophic","Trophic.guild"
"Pipilo","erythrophthalmus","Eastern Towhee",5870,"Pipilo erythrophthalmus",12602,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Eastern Towhee",30,0,0,0,0,0,30,0,40,0,"Omnivore","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,40.03,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Aimophila","ruficeps","Rufous-crowned Sparrow",5800,"Aimophila ruficeps",12588,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Rufous-crowned Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","B","Jennifer",0,0,60,20,20,0,0,0,"Ref_31",1,"Christian",0,18.69,"Dunning08",1,"","",NA,"resid","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizella","passerina","Chipping Sparrow",5600,"Spizella passerina",12560,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Chipping Sparrow",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_17","A","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,12.2,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizella","pallida","Clay-colored Sparrow",5610,"Spizella pallida",12562,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Clay-coloured Sparrow",20,0,0,0,0,0,0,0,60,20,"PlantSeed","Ref_17","A","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,11.2,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizella","breweri","Brewer's Sparrow",5620,"Spizella breweri",12564,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Brewer's Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_17","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,10.9,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizella","pusilla","Field Sparrow",5630,"Spizella pusilla",12565,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Field Sparrow",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_17","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,12.5,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizella","atrogularis","Black-chinned Sparrow",5650,"Spizella atrogularis",12567,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-chinned Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_17","C","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,11.3,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Pooecetes","gramineus","Vesper Sparrow",5400,"Pooecetes gramineus",12568,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Vesper Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,25.68,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Chondestes","grammacus","Lark Sparrow",5520,"Chondestes grammacus",12569,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Lark Sparrow",30,0,0,0,0,0,0,0,70,0,"PlantSeed","Ref_22","A","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,29,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Amphispiza","bilineata","Black-throated Sparrow",5730,"Amphispiza bilineata",12570,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-throated Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_17","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,13.5,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Calamospiza","melanocorys","Lark Bunting",6050,"Calamospiza melanocorys",12510,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Lark Bunting",30,0,0,0,0,0,10,0,60,0,"PlantSeed","Ref_22","A","Jennifer",0,0,50,10,10,20,10,0,"Ref_31",1,"Christian",0,37.6,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Insectivore: ground gleaner"
"Passerculus","sandwichensis","Savannah Sparrow",5420,"Passerculus sandwichensis",12534,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Savannah Sparrow",40,0,0,0,0,0,20,0,30,10,"Omnivore","Ref_22","D2","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,19.97,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Ammodramus","savannarum","Grasshopper Sparrow",5460,"Ammodramus savannarum",12554,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Grasshopper Sparrow",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,17.61,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Insectivore: ground gleaner"
"Ammodramus","bairdii","Baird's Sparrow",5450,"Ammodramus bairdii",12553,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Baird's Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","B","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,18.05,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Ammodramus","henslowii","Henslow's Sparrow",5470,"Ammodramus henslowii",12552,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Henslow's Sparrow",70,0,0,0,0,0,0,0,30,0,"Invertebrate","Ref_22","B","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,12.8,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Ammodramus","leconteii","Le Conte's Sparrow",5480,"Ammodramus leconteii",12551,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Le Conte's Sparrow",20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,13,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Ammodramus","nelsoni","Nelson's Sparrow",5491,"Ammodramus nelsoni",12544,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Nelson's Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","D1","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,15.11,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Ammodramus","caudacutus","Saltmarsh Sparrow",5490,"Ammodramus caudacutus",12550,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Saltmarsh Sparrow",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,19.19,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Ammodramus","maritimus","Seaside Sparrow",5500,"Ammodramus maritimus",12542,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Seaside Sparrow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,22.16,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Passerella","iliaca","Fox Sparrow",5850,"Passerella iliaca",12511,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Fox Sparrow",40,0,0,0,0,0,20,0,20,20,"Omnivore","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,33.25,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Melospiza","melodia","Song Sparrow",5810,"Melospiza melodia",12517,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Song Sparrow",40,0,0,0,0,0,30,0,30,0,"Omnivore","Ref_22","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,21.91,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Melospiza","lincolnii","Lincoln's Sparrow",5830,"Melospiza lincolnii",12519,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Lincoln's Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,16.6,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Melospiza","georgiana","Swamp Sparrow",5840,"Melospiza georgiana",12521,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Swamp Sparrow",40,0,0,0,0,0,30,0,30,0,"Omnivore","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_31",1,"Christian",0,16.1,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Zonotrichia","albicollis","White-throated Sparrow",5580,"Zonotrichia albicollis",12524,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","White-throated Sparrow",20,0,0,0,0,0,20,0,50,10,"PlantSeed","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,24.4,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Zonotrichia","querula","Harris's Sparrow",5530,"Zonotrichia querula",12523,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Harris's Sparrow",10,0,0,0,0,0,0,0,90,0,"PlantSeed","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,35.5,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Zonotrichia","leucophrys","White-crowned Sparrow",5540,"Zonotrichia leucophrys",12526,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","White-crowned Sparrow",10,0,0,0,0,0,10,0,70,10,"PlantSeed","Ref_22","A","Jennifer",0,0,80,10,10,0,0,0,"Ref_31",1,"Christian",0,28,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Zonotrichia","atricapilla","Golden-crowned Sparrow",5570,"Zonotrichia atricapilla",12527,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Golden-crowned Sparrow",10,0,0,0,0,0,0,0,60,30,"PlantSeed","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,31.99,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Junco","phaeonotus","Yellow-eyed Junco",5700,"Junco phaeonotus",12532,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Yellow-eyed Junco",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_17","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,20.4,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Piranga","flava","Hepatic Tanager",6090,"Piranga flava",12908,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Hepatic Tanager",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_21","A","Jennifer",0,0,0,10,30,60,0,0,"Ref_21",1,"Christian",0,37.7,"Dunning08",1,"","",NA,"neotrop","foliage glean","insct/om","Insectivore: upper canopy foliage gleaner"
"Piranga","rubra","Summer Tanager",6100,"Piranga rubra",12913,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Summer Tanager",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_21","A","Jennifer",0,0,0,20,30,30,20,0,"Ref_21",1,"Christian",0,29.13,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Piranga","olivacea","Scarlet Tanager",6080,"Piranga olivacea",12915,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Scarlet Tanager",80,0,0,0,0,0,10,0,0,10,"Invertebrate","Ref_21","A","Jennifer",0,0,10,10,40,40,0,0,"Ref_21",1,"Christian",0,28.2,"Dunning08",1,"","",NA,"neotrop","hover/glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Piranga","ludoviciana","Western Tanager",6070,"Piranga ludoviciana",12916,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Western Tanager",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_21","A","Jennifer",0,0,0,0,30,40,30,0,"Ref_21",1,"Christian",0,28.1,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Cardinalis","cardinalis","Northern Cardinal",5930,"Cardinalis cardinalis",13277,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Northern Cardinal",20,0,0,0,0,0,10,0,0,70,"PlantSeed","Ref_16","C","",0,0,40,20,20,20,0,0,"Ref_57",1,"Christian",0,42.64,"Dunning08",1,"","",NA,"resid","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Cardinalis","sinuatus","Pyrrhuloxia",5940,"Cardinalis sinuatus",13280,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Pyrrhuloxia",30,0,0,0,0,0,0,0,70,0,"PlantSeed","Ref_22","A","Jennifer",0,0,60,20,10,10,0,0,"Ref_57",1,"Christian",0,35.19,"Dunning08",1,"","",NA,"resid","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Pheucticus","ludovicianus","Rose-breasted Grosbeak",5950,"Pheucticus ludovicianus",13275,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Rose-breasted Grosbeak",50,0,0,0,0,0,20,0,20,10,"Omnivore","Ref_22","A","Jennifer",0,0,20,20,30,30,0,0,"Ref_33
",1,"Other",0,42,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Pheucticus","melanocephalus","Black-headed Grosbeak",5960,"Pheucticus melanocephalus",13276,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Black-headed Grosbeak",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_22","A","Jennifer",0,0,10,0,40,50,0,0,"Lynes 98 (CALPIF)",1,"Other",0,47.13,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Passerina","caerulea","Blue Grosbeak",5970,"Passerina caerulea",13309,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Blue Grosbeak",40,0,0,0,0,0,20,0,30,10,"Omnivore","Ref_22","D2","Jennifer",0,0,100,0,0,0,0,0,"Ref_57",1,"Christian",0,27.39,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Passerina","amoena","Lazuli Bunting",5990,"Passerina amoena",13311,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Lazuli Bunting",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_16","A","",0,0,50,50,0,0,0,0,"Ref_57",1,"Christian",0,15.49,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Insectivore: ground gleaner"
"Passerina","cyanea","Indigo Bunting",5980,"Passerina cyanea",13313,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Indigo Bunting",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_16","C","",0,0,40,40,20,0,0,0,"Ref_57",1,"Christian",0,14.69,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Passerina","versicolor","Varied Bunting",6000,"Passerina versicolor",13314,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Varied Bunting",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_22","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_57",1,"Christian",0,12.89,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Passerina","ciris","Painted Bunting",6010,"Passerina ciris",13315,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Painted Bunting",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_16","C","",0,0,50,50,0,0,0,0,"Ref_57",1,"Christian",0,15.54,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spiza","americana","Dickcissel",6040,"Spiza americana",13269,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Dickcissel",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_16","B","",0,0,100,0,0,0,0,0,"Ref_33",1,"Christian",0,26.18,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Dolichonyx","oryzivorus","Bobolink",4940,"Dolichonyx oryzivorus",13453,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Bobolink",60,0,0,0,0,0,30,0,10,0,"Invertebrate","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_35",1,"Christian",0,31.46,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Agelaius","phoeniceus","Red-winged Blackbird",4980,"Agelaius phoeniceus",13402,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Red-winged Blackbird",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_35",1,"Walter; Christian",0,50.78,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Agelaius","tricolor","Tricolored Blackbird",5000,"Agelaius tricolor",13406,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Tricoloured Blackbird",70,0,0,0,0,0,0,0,30,0,"Invertebrate","Ref_23","A","",0,0,100,0,0,0,0,0,"Ref_35",1,"Walter; Christian",0,57.92,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: ground gleaner"
"Sturnella","magna","Eastern Meadowlark",5010,"Sturnella magna",13416,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Eastern Meadowlark",70,0,0,0,0,0,10,0,20,0,"Invertebrate","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_35",1,"Christian",0,91.76,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Sturnella","neglecta","Western Meadowlark",5011,"Sturnella neglecta",13420,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Western Meadowlark",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_35",1,"Christian",0,100.06,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Xanthocephalus","xanthocephalus","Yellow-headed Blackbird",4970,"Xanthocephalus xanthocephalus",13397,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Yellow-headed Blackbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_23","B","",0,0,90,10,0,0,0,0,"Ref_35",1,"Christian",0,62.68,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Granivore: ground to undergrowth gleaner"
"Euphagus","carolinus","Rusty Blackbird",5090,"Euphagus carolinus",13442,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Rusty Blackbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_23","A","",0,0,70,30,0,0,0,0,"Ref_35",1,"Other",0,59.57,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Euphagus","cyanocephalus","Brewer's Blackbird",5100,"Euphagus cyanocephalus",13443,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Brewer's Blackbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_23","A","",0,0,100,0,0,0,0,0,"Ref_35",1,"Christian",0,62.48,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Quiscalus","quiscula","Common Grackle",5110,"Quiscalus quiscula",13439,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Common Grackle",40,10,0,10,0,0,0,0,40,0,"Omnivore","Ref_23","A","",0,0,70,20,10,0,0,0,"Ref_35",1,"Walter",0,105.18,"Dunning08",1,"","",NA,"short","ground glean","omnivore","Omnivore: ground forager"
"Quiscalus","major","Boat-tailed Grackle",5130,"Quiscalus major",13436,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Boat-tailed Grackle",40,10,0,10,0,10,0,0,30,0,"Omnivore","Ref_23","A","",0,0,70,20,10,0,0,0,"Ref_35",1,"Walter; Christian",0,151.21,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Quiscalus","mexicanus","Great-tailed Grackle",5120,"Quiscalus mexicanus",13435,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Great-tailed Grackle",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_23","A","",0,0,80,10,10,0,0,0,"Ref_35",1,"Christian",0,160.47,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Molothrus","bonariensis","Shiny Cowbird",4961,"Molothrus bonariensis",13448,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Shiny Cowbird",70,0,0,0,0,0,0,0,30,0,"Invertebrate","Ref_23","A","",0,0,100,0,0,0,0,0,"Ref_35",1,"Christian",0,41.49,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Molothrus","aeneus","Bronzed Cowbird",4960,"Molothrus aeneus",13449,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Bronzed Cowbird",70,0,0,0,0,0,0,0,30,0,"Invertebrate","Ref_23","A","",0,0,80,10,10,0,0,0,"Ref_35",1,"Christian",0,62.61,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Granivore: ground to undergrowth gleaner"
"Molothrus","ater","Brown-headed Cowbird",4950,"Molothrus ater",13450,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Brown-headed Cowbird",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_23","A","",0,0,80,10,10,0,0,0,"Ref_35",1,"Christian",0,40.26,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Granivore: ground to undergrowth gleaner"
"Icterus","spurius","Orchard Oriole",5060,"Icterus spurius",13384,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Orchard Oriole",40,0,0,0,0,0,20,30,0,10,"Omnivore","Ref_23","A","",0,0,30,50,20,0,0,0,"Ref_35",1,"Christian",0,19.44,"Dunning08",1,"","",NA,"neotrop","foliage glean","insct/om","Insectivore: upper canopy foliage gleaner"
"Icterus","cucullatus","Hooded Oriole",5050,"Icterus cucullatus",13383,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Hooded Oriole",40,0,0,0,0,0,20,30,0,10,"Omnivore","Ref_23","A","",0,0,0,50,50,0,0,0,"Ref_35",1,"Christian",0,24.3,"Dunning08",1,"","",NA,"neotrop","foliage glean","insct/om","Insectivore: upper canopy foliage gleaner"
"Icterus","bullockii","Bullock's Oriole",5080,"Icterus bullockii",13381,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Bullock's Oriole",60,10,0,0,0,0,0,30,0,0,"Invertebrate","Ref_23","A","",0,0,30,20,20,30,0,0,"Ref_35",1,"Christian",0,37.9,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Icterus","pectoralis","Spot-breasted Oriole",5032,"Icterus pectoralis",13370,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Spot-breasted Oriole",60,0,0,0,0,0,0,40,0,0,"Invertebrate","Ref_23","A","",0,0,0,60,30,10,0,0,"Ref_35",1,"Christian",0,46.5,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: upper canopy foliage gleaner"
"Icterus","gularis","Altamira Oriole",5031,"Icterus gularis",13371,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Altamira Oriole",70,0,0,0,0,0,10,20,0,0,"Invertebrate","Ref_23","A","",0,0,0,40,40,20,0,0,"Ref_35",1,"Christian",0,55.16,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: upper canopy foliage gleaner"
"Icterus","graduacauda","Audubon's Oriole",5030,"Icterus graduacauda",13360,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Audubon's Oriole",60,0,0,0,0,0,30,0,10,0,"Invertebrate","Ref_22","A","Jennifer",0,0,20,60,20,0,0,0,"Ref_35",1,"Christian",0,42.2,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: upper canopy foliage gleaner"
"Icterus","galbula","Baltimore Oriole",5070,"Icterus galbula",13379,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Baltimore Oriole",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_23","A","",0,0,30,10,20,40,0,0,"Ref_35",1,"Christian",0,32.83,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
