"file","spp_name","file_binomial","aou","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","overlap","range_excl"
"Tachycineta_thalassina_22712077.shp","Tachycineta_thalassina","Tachycineta thalassina",6150,"Violet-green Swallow","Hirundinidae","Tachycineta","thalassina","Tachycineta thalassina",NA,NA,"Tachycineta_thalassina","vigswa",255,0.927495024168325
"Stelgidopteryx_serripennis_22735128.shp","Stelgidopteryx_serripennis","Stelgidopteryx serripennis",6170,"Northern Rough-winged Swallow","Hirundinidae","Stelgidopteryx","serripennis","Stelgidopteryx serripennis",NA,NA,"Stelgidopteryx_serripennis","nrwswa",344,0.701388888888889
"Riparia_riparia_22712176.shp","Riparia_riparia","Riparia riparia",6160,"Bank Swallow","Hirundinidae","Riparia","riparia","Riparia riparia",NA,NA,"Riparia_riparia","banswa",420,0.935897435897436
"Petrochelidon_pyrrhonota_22712427.shp","Petrochelidon_pyrrhonota","Petrochelidon pyrrhonota",6120,"Cliff Swallow","Hirundinidae","Petrochelidon","pyrrhonota","Petrochelidon pyrrhonota",NA,NA,"Petrochelidon_pyrrhonota","cliswa",267,0.81560773480663
"Petrochelidon_fulva_22712435.shp","Petrochelidon_fulva","Petrochelidon fulva",6121,"Cave Swallow","Hirundinidae","Petrochelidon","fulva","Petrochelidon fulva",NA,NA,"Petrochelidon_fulva","cavswa",20,0.925373134328358
"Hirundo_rustica_22712252.shp","Hirundo_rustica","Hirundo rustica",6130,"Barn Swallow","Hirundinidae","Hirundo","rustica","Hirundo rustica",NA,NA,"Hirundo_rustica","barswa",1392,0.910158771137214
"Parus_carolinensis_22711708.shp","Parus_carolinensis","Parus carolinensis",7360,"Carolina Chickadee","Paridae","Poecile","carolinensis","Poecile carolinensis","Parus","Parus carolinensis","Parus_carolinensis","carchi",144,0.365638766519824
"Parus_atricapillus_22711716.shp","Parus_atricapillus","Parus atricapillus",7350,"Black-capped Chickadee","Paridae","Poecile","atricapillus","Poecile atricapillus","Parus","Parus atricapillus","Parus_atricapillus","bkcchi",204,0.820580474934037
"Parus_gambeli_22711724.shp","Parus_gambeli","Parus gambeli",7380,"Mountain Chickadee","Paridae","Poecile","gambeli","Poecile gambeli","Parus","Parus gambeli","Parus_gambeli","mouchi",30,0.902912621359223
"Parus_sclateri_22711732.shp","Parus_sclateri","Parus sclateri",7370,"Mexican Chickadee","Paridae","Poecile","sclateri","Poecile sclateri","Parus","Parus sclateri","Parus_sclateri","mexchi",2,0.91304347826087
"Parus_rufescens_22711767.shp","Parus_rufescens","Parus rufescens",7410,"Chestnut-backed Chickadee","Paridae","Poecile","rufescens","Poecile rufescens","Parus","Parus rufescens","Parus_rufescens","chbchi",12,0.892857142857143
"Parus_hudsonicus_22711759.shp","Parus_hudsonicus","Parus hudsonicus",7400,"Boreal Chickadee","Paridae","Poecile","hudsonicus","Poecile hudsonicus","Parus","Parus hudsonicus","Parus_hudsonicus","borchi2",20,0.981412639405205
"Baeolophus_wollweberi_22711969.shp","Baeolophus_wollweberi","Baeolophus wollweberi",7340,"Bridled Titmouse","Paridae","Baeolophus","wollweberi","Baeolophus wollweberi",NA,NA,"Baeolophus_wollweberi","britit",2,0.958333333333333
"Baeolophus_inornatus_22711978.shp","Baeolophus_inornatus","Baeolophus inornatus",7330,"Oak Titmouse","Paridae","Baeolophus","inornatus","Baeolophus inornatus",NA,NA,"Baeolophus_inornatus","oaktit",2,0.888888888888889
"Baeolophus_ridgwayi_22729143.shp","Baeolophus_ridgwayi","Baeolophus ridgwayi",7331,"Juniper Titmouse","Paridae","Baeolophus","ridgwayi","Baeolophus ridgwayi",NA,NA,"Baeolophus_ridgwayi","juntit1",10,0.910714285714286
"Baeolophus_bicolor_22711983.shp","Baeolophus_bicolor","Baeolophus bicolor",7310,"Tufted Titmouse","Paridae","Baeolophus","bicolor","Baeolophus bicolor",NA,NA,"Baeolophus_bicolor","tuftit",203,0.325581395348837
"Baeolophus_atricristatus_22711989.shp","Baeolophus_atricristatus","Baeolophus atricristatus",7320,"Black-crested Titmouse","Paridae","Baeolophus","atricristatus","Baeolophus atricristatus",NA,NA,"Baeolophus_atricristatus","blctit4",15,0.765625
"Auriparus_flaviceps_22711568.shp","Auriparus_flaviceps","Auriparus flaviceps",7460,"Verdin","Remizidae","Auriparus","flaviceps","Auriparus flaviceps",NA,NA,"Auriparus_flaviceps","verdin",22,0.866666666666667
"Psaltriparus_minimus_22712028.shp","Psaltriparus_minimus","Psaltriparus minimus",7430,"Bushtit","Aegithalidae","Psaltriparus","minimus","Psaltriparus minimus",NA,NA,"Psaltriparus_minimus","bushti",28,0.893536121673004
"Sitta_canadensis_22711196.shp","Sitta_canadensis","Sitta canadensis",7280,"Red-breasted Nuthatch","Sittidae","Sitta","canadensis","Sitta canadensis",NA,NA,"Sitta_canadensis","rebnut",105,0.888178913738019
"Sitta_carolinensis_22711202.shp","Sitta_carolinensis","Sitta carolinensis",7270,"White-breasted Nuthatch","Sittidae","Sitta","carolinensis","Sitta carolinensis",NA,NA,"Sitta_carolinensis","whbnut",958,0.662081128747795
"Sitta_pygmaea_22711170.shp","Sitta_pygmaea","Sitta pygmaea",7300,"Pygmy Nuthatch","Sittidae","Sitta","pygmaea","Sitta pygmaea",NA,NA,"Sitta_pygmaea","pygnut",55,0.909539473684211
"Sitta_pusilla_22711173.shp","Sitta_pusilla","Sitta pusilla",7290,"Brown-headed Nuthatch","Sittidae","Sitta","pusilla","Sitta pusilla",NA,NA,"Sitta_pusilla","bnhnut",56,0.397849462365591
"Certhia_americana_22711244.shp","Certhia_americana","Certhia americana",7260,"Brown Creeper","Certhiidae","Certhia","americana","Certhia americana",NA,NA,"Certhia_americana","brncre",104,0.863337713534823
"Salpinctes_obsoletus_22711332.shp","Salpinctes_obsoletus","Salpinctes obsoletus",7150,"Rock Wren","Troglodytidae","Salpinctes","obsoletus","Salpinctes obsoletus",NA,NA,"Salpinctes_obsoletus","rocwre",117,0.859036144578313
"Catherpes_mexicanus_22711335.shp","Catherpes_mexicanus","Catherpes mexicanus",7170,"Canyon Wren","Troglodytidae","Catherpes","mexicanus","Catherpes mexicanus",NA,NA,"Catherpes_mexicanus","canwre",47,0.891203703703704
"Troglodytes_aedon_22711487.shp","Troglodytes_aedon","Troglodytes aedon",7210,"House Wren","Troglodytidae","Troglodytes","aedon","Troglodytes aedon",NA,NA,"Troglodytes_aedon","houwre",486,0.843980738362761
"Troglodytes_pacificus_22714246.shp","Troglodytes_pacificus","Troglodytes pacificus",7221,"Pacific Wren","Troglodytidae","Troglodytes","pacificus","Troglodytes pacificus",NA,NA,"Troglodytes_pacificus","pacwre1",29,0.923684210526316
"Troglodytes_hiemalis_22714246.shp","Troglodytes_hiemalis","Troglodytes hiemalis",7222,"Winter Wren","Troglodytidae","Troglodytes","hiemalis","Troglodytes hiemalis",NA,NA,"Troglodytes_hiemalis","winwre3",86,0.807606263982103
"Cistothorus_platensis_22711360.shp","Cistothorus_platensis","Cistothorus platensis",7240,"Sedge Wren","Troglodytidae","Cistothorus","platensis","Cistothorus platensis",NA,NA,"Cistothorus_platensis","sedwre",88,0.923144104803493
"Cistothorus_palustris_22711374.shp","Cistothorus_palustris","Cistothorus palustris",7250,"Marsh Wren","Troglodytidae","Cistothorus","palustris","Cistothorus palustris",NA,NA,"Cistothorus_palustris","marwre",303,0.69050051072523
"Thryothorus_ludovicianus_22711450.shp","Thryothorus_ludovicianus","Thryothorus ludovicianus",7180,"Carolina Wren","Troglodytidae","Thryothorus","ludovicianus","Thryothorus ludovicianus",NA,NA,"Thryothorus_ludovicianus","carwre",191,0.395569620253165
"Thryomanes_bewickii_22711377.shp","Thryomanes_bewickii","Thryomanes bewickii",7190,"Bewick's Wren","Troglodytidae","Thryomanes","bewickii","Thryomanes bewickii",NA,NA,"Thryomanes_bewickii","bewwre",86,0.747800586510264
"Campylorhynchus_brunneicapillus_22711287.shp","Campylorhynchus_brunneicapillus","Campylorhynchus brunneicapillus",7130,"Cactus Wren","Troglodytidae","Campylorhynchus","brunneicapillus","Campylorhynchus brunneicapillus",NA,NA,"Campylorhynchus_brunneicapillus","cacwre",24,0.862857142857143
"Thryothorus_sinaloa_22711461.shp","Thryothorus_sinaloa","Thryothorus sinaloa",16600,"Sinaloa Wren","Troglodytidae","Thryophilus","sinaloa","Thryophilus sinaloa","Thryothorus","Thryothorus sinaloa","Thryothorus_sinaloa",NA,0,1
"Polioptila_caerulea_22711581.shp","Polioptila_caerulea","Polioptila caerulea",7510,"Blue-gray Gnatcatcher","Polioptilidae","Polioptila","caerulea","Polioptila caerulea",NA,NA,"Polioptila_caerulea","buggna",276,0.678696158323632
"Polioptila_californica_22711585.shp","Polioptila_californica","Polioptila californica",7530,"California Gnatcatcher","Polioptilidae","Polioptila","californica","Polioptila californica",NA,NA,"Polioptila_californica","calgna",0,1
"Polioptila_melanura_22711588.shp","Polioptila_melanura","Polioptila melanura",7520,"Black-tailed Gnatcatcher","Polioptilidae","Polioptila","melanura","Polioptila melanura",NA,NA,"Polioptila_melanura","bktgna",7,0.933962264150943
"Regulus_satrapa_22712594.shp","Regulus_satrapa","Regulus satrapa",7480,"Golden-crowned Kinglet","Regulidae","Regulus","satrapa","Regulus satrapa",NA,NA,"Regulus_satrapa","gockin",101,0.919329073482428
"Regulus_calendula_22712567.shp","Regulus_calendula","Regulus calendula",7490,"Ruby-crowned Kinglet","Regulidae","Regulus","calendula","Regulus calendula",NA,NA,"Regulus_calendula","ruckin",72,0.948497854077253
"Chamaea_fasciata_22716861.shp","Chamaea_fasciata","Chamaea fasciata",7420,"Wrentit","Sylviidae","Chamaea","fasciata","Chamaea fasciata",NA,NA,"Chamaea_fasciata","wrenti",5,0.807692307692308
"Luscinia_svecica_22709707.shp","Luscinia_svecica","Luscinia svecica",7640,"Bluethroat","Muscicapidae","Luscinia","svecica","Luscinia svecica",NA,NA,"Luscinia_svecica","blueth",0,1
"Oenanthe_oenanthe_22710272.shp","Oenanthe_oenanthe","Oenanthe oenanthe",7650,"Northern Wheatear","Muscicapidae","Oenanthe","oenanthe","Oenanthe oenanthe",NA,NA,"Oenanthe_oenanthe","norwhe",0,1
"Sialia_sialis_22708550.shp","Sialia_sialis","Sialia sialis",7660,"Eastern Bluebird","Turdidae","Sialia","sialis","Sialia sialis",NA,NA,"Sialia_sialis","easblu",413,0.518648018648019
"Sialia_mexicana_22708553.shp","Sialia_mexicana","Sialia mexicana",7670,"Western Bluebird","Turdidae","Sialia","mexicana","Sialia mexicana",NA,NA,"Sialia_mexicana","wesblu",74,0.889880952380952
"Sialia_currucoides_22708556.shp","Sialia_currucoides","Sialia currucoides",7680,"Mountain Bluebird","Turdidae","Sialia","currucoides","Sialia currucoides",NA,NA,"Sialia_currucoides","moublu",55,0.916540212443096
"Myadestes_townsendi_22708587.shp","Myadestes_townsendi","Myadestes townsendi",7540,"Townsend's Solitaire","Turdidae","Myadestes","townsendi","Myadestes townsendi",NA,NA,"Myadestes_townsendi","towsol",52,0.924308588064047
"Catharus_fuscescens_22708655.shp","Catharus_fuscescens","Catharus fuscescens",7560,"Veery","Turdidae","Catharus","fuscescens","Catharus fuscescens",NA,NA,"Catharus_fuscescens","veery",210,0.761363636363636
"Catharus_minimus_22708658.shp","Catharus_minimus","Catharus minimus",7570,"Gray-cheeked Thrush","Turdidae","Catharus","minimus","Catharus minimus",NA,NA,"Catharus_minimus","gycthr",0,1
"Catharus_bicknelli_22728467.shp","Catharus_bicknelli","Catharus bicknelli",7571,"Bicknell's Thrush","Turdidae","Catharus","bicknelli","Catharus bicknelli",NA,NA,"Catharus_bicknelli","bicthr",1,0.857142857142857
"Catharus_ustulatus_22708664.shp","Catharus_ustulatus","Catharus ustulatus",7580,"Swainson's Thrush","Turdidae","Catharus","ustulatus","Catharus ustulatus",NA,NA,"Catharus_ustulatus","swathr",101,0.952847805788982
"Catharus_guttatus_22708667.shp","Catharus_guttatus","Catharus guttatus",7590,"Hermit Thrush","Turdidae","Catharus","guttatus","Catharus guttatus",NA,NA,"Catharus_guttatus","herthr",190,0.914529914529915
"Hylocichla_mustelina_22708670.shp","Hylocichla_mustelina","Hylocichla mustelina",7550,"Wood Thrush","Turdidae","Hylocichla","mustelina","Hylocichla mustelina",NA,NA,"Hylocichla_mustelina","woothr",217,0.419786096256685
"Turdus_migratorius_22708958.shp","Turdus_migratorius","Turdus migratorius",7610,"American Robin","Turdidae","Turdus","migratorius","Turdus migratorius",NA,NA,"Turdus_migratorius","amerob",641,0.787607687210073
"Dumetella_carolinensis_22711013.shp","Dumetella_carolinensis","Dumetella carolinensis",7040,"Gray Catbird","Mimidae","Dumetella","carolinensis","Dumetella carolinensis",NA,NA,"Dumetella_carolinensis","grycat",330,0.5875
"Toxostoma_curvirostre_22711115.shp","Toxostoma_curvirostre","Toxostoma curvirostre",7070,"Curve-billed Thrasher","Mimidae","Toxostoma","curvirostre","Toxostoma curvirostre",NA,NA,"Toxostoma_curvirostre","cubthr",25,0.866310160427808
"Toxostoma_rufum_22711099.shp","Toxostoma_rufum","Toxostoma rufum",7050,"Brown Thrasher","Mimidae","Toxostoma","rufum","Toxostoma rufum",NA,NA,"Toxostoma_rufum","brnthr",373,0.503989361702128
"Toxostoma_longirostre_22711102.shp","Toxostoma_longirostre","Toxostoma longirostre",7060,"Long-billed Thrasher","Mimidae","Toxostoma","longirostre","Toxostoma longirostre",NA,NA,"Toxostoma_longirostre","lobthr",6,0.785714285714286
"Toxostoma_bendirei_22711108.shp","Toxostoma_bendirei","Toxostoma bendirei",7080,"Bendire's Thrasher","Mimidae","Toxostoma","bendirei","Toxostoma bendirei",NA,NA,"Toxostoma_bendirei","benthr",10,0.921875
"Toxostoma_redivivum_22711124.shp","Toxostoma_redivivum","Toxostoma redivivum",7100,"California Thrasher","Mimidae","Toxostoma","redivivum","Toxostoma redivivum",NA,NA,"Toxostoma_redivivum","calthr",4,0.8
"Toxostoma_lecontei_22711121.shp","Toxostoma_lecontei","Toxostoma lecontei",7110,"Le Conte's Thrasher","Mimidae","Toxostoma","lecontei","Toxostoma lecontei",NA,NA,"Toxostoma_lecontei",NA,0,1
"Toxostoma_crissale_22711127.shp","Toxostoma_crissale","Toxostoma crissale",7120,"Crissal Thrasher","Mimidae","Toxostoma","crissale","Toxostoma crissale",NA,NA,"Toxostoma_crissale","crithr",8,0.916666666666667
"Oreoscoptes_montanus_22711096.shp","Oreoscoptes_montanus","Oreoscoptes montanus",7020,"Sage Thrasher","Mimidae","Oreoscoptes","montanus","Oreoscoptes montanus",NA,NA,"Oreoscoptes_montanus","sagthr",30,0.866666666666667
"Mimus_gundlachii_22711032.shp","Mimus_gundlachii","Mimus gundlachii",7031,"Bahama Mockingbird","Mimidae","Mimus","gundlachii","Mimus gundlachii",NA,NA,"Mimus_gundlachii",NA,0,1
"Mimus_polyglottos_22711026.shp","Mimus_polyglottos","Mimus polyglottos",7030,"Northern Mockingbird","Mimidae","Mimus","polyglottos","Mimus polyglottos",NA,NA,"Mimus_polyglottos","normoc",351,0.665076335877863
"Sturnus_vulgaris_22710886.shp","Sturnus_vulgaris","Sturnus vulgaris",4930,"European Starling","Sturnidae","Sturnus","vulgaris","Sturnus vulgaris",NA,NA,"Sturnus_vulgaris","eursta",1448,0.883685436581252
"Acridotheres_tristis_22710921.shp","Acridotheres_tristis","Acridotheres tristis",4932,"Common Myna","Sturnidae","Acridotheres","tristis","Acridotheres tristis",NA,NA,"Acridotheres_tristis","commyn",6,0.993340732519423
"Bombycilla_garrulus_22708146.shp","Bombycilla_garrulus","Bombycilla garrulus",6180,"Bohemian Waxwing","Bombycillidae","Bombycilla","garrulus","Bombycilla garrulus",NA,NA,"Bombycilla_garrulus","bohwax",6,0.99888455103179
"Bombycilla_cedrorum_22708153.shp","Bombycilla_cedrorum","Bombycilla cedrorum",6190,"Cedar Waxwing","Bombycillidae","Bombycilla","cedrorum","Bombycilla cedrorum",NA,NA,"Bombycilla_cedrorum","cedwax",378,0.723482077542063
"Phainopepla_nitens_22708139.shp","Phainopepla_nitens","Phainopepla nitens",6200,"Phainopepla","Ptiliogonatidae","Phainopepla","nitens","Phainopepla nitens",NA,NA,"Phainopepla_nitens","phaino",10,0.952380952380952
"Peucedramus_taeniatus_22720027.shp","Peucedramus_taeniatus","Peucedramus taeniatus",6510,"Olive Warbler","Peucedramidae","Peucedramus","taeniatus","Peucedramus taeniatus",NA,NA,"Peucedramus_taeniatus","oliwar",4,0.966666666666667
"Euplectes_franciscanus_22719181.shp","Euplectes_franciscanus","Euplectes franciscanus",19500,"Northern Red Bishop","Ploceidae","Euplectes","franciscanus","Euplectes franciscanus",NA,NA,"Euplectes_franciscanus",NA,0,1
"Passer_domesticus_22718174.shp","Passer_domesticus","Passer domesticus",6882,"House Sparrow","Passeridae","Passer","domesticus","Passer domesticus",NA,NA,"Passer_domesticus","houspa",2136,0.913954237834354
"Passer_montanus_22718270.shp","Passer_montanus","Passer montanus",6883,"Eurasian Tree Sparrow","Passeridae","Passer","montanus","Passer montanus",NA,NA,"Passer_montanus","eutspa",16,0.998305623212962
"Motacilla_alba_22718348.shp","Motacilla_alba","Motacilla alba",6940,"White Wagtail","Motacillidae","Motacilla","alba","Motacilla alba",NA,NA,"Motacilla_alba","whiwag",0,1
"Anthus_cervinus_22718560.shp","Anthus_cervinus","Anthus cervinus",6990,"Red-throated Pipit","Motacillidae","Anthus","cervinus","Anthus cervinus",NA,NA,"Anthus_cervinus",NA,0,1
"Anthus_rubescens_22718575.shp","Anthus_rubescens","Anthus rubescens",6970,"American Pipit","Motacillidae","Anthus","rubescens","Anthus rubescens",NA,NA,"Anthus_rubescens","amepip",10,0.996861268047709
"Anthus_spragueii_22718591.shp","Anthus_spragueii","Anthus spragueii",7000,"Sprague's Pipit","Motacillidae","Anthus","spragueii","Anthus spragueii",NA,NA,"Anthus_spragueii","sprpip",16,0.877862595419847
"Leucosticte_tephrocotis_22720482.shp","Leucosticte_tephrocotis","Leucosticte tephrocotis",5240,"Gray-crowned Rosy-Finch","Fringillidae","Leucosticte","tephrocotis","Leucosticte tephrocotis",NA,NA,"Leucosticte_tephrocotis","gcrfin",0,1
"Leucosticte_atrata_22720488.shp","Leucosticte_atrata","Leucosticte atrata",5250,"Black Rosy-Finch","Fringillidae","Leucosticte","atrata","Leucosticte atrata",NA,NA,"Leucosticte_atrata","bkrfin",2,0.875
"Leucosticte_australis_22728985.shp","Leucosticte_australis","Leucosticte australis",5260,"Brown-capped Rosy-Finch","Fringillidae","Leucosticte","australis","Leucosticte australis",NA,NA,"Leucosticte_australis","bcrfin",1,0
"Pinicola_enucleator_22720625.shp","Pinicola_enucleator","Pinicola enucleator",5150,"Pine Grosbeak","Fringillidae","Pinicola","enucleator","Pinicola enucleator",NA,NA,"Pinicola_enucleator","pingro",36,0.99093427348275
"Carpodacus_mexicanus_22720563.shp","Carpodacus_mexicanus","Carpodacus mexicanus",5190,"House Finch","Fringillidae","Haemorhous","mexicanus","Haemorhous mexicanus","Carpodacus","Carpodacus mexicanus","Carpodacus_mexicanus","houfin",641,0.525536639526277
"Carpodacus_purpureus_22720553.shp","Carpodacus_purpureus","Carpodacus purpureus",5170,"Purple Finch","Fringillidae","Haemorhous","purpureus","Haemorhous purpureus","Carpodacus","Carpodacus purpureus","Carpodacus_purpureus","purfin",161,0.779753761969904
"Carpodacus_cassinii_22720560.shp","Carpodacus_cassinii","Carpodacus cassinii",5180,"Cassin's Finch","Fringillidae","Haemorhous","cassinii","Haemorhous cassinii","Carpodacus","Carpodacus cassinii","Carpodacus_cassinii","casfin",16,0.912568306010929
"Loxia_curvirostra_22720646.shp","Loxia_curvirostra","Loxia curvirostra",5210,"Red Crossbill","Fringillidae","Loxia","curvirostra","Loxia curvirostra",NA,NA,"Loxia_curvirostra","redcro",146,0.964250734573947
"Loxia_leucoptera_22728944.shp","Loxia_leucoptera","Loxia leucoptera",5220,"White-winged Crossbill","Fringillidae","Loxia","leucoptera","Loxia leucoptera",NA,NA,"Loxia_leucoptera","whwcro",90,0.975172413793103
"Carduelis_flammea_22725044.shp","Carduelis_flammea","Carduelis flammea",5280,"Common Redpoll","Fringillidae","Acanthis","flammea","Acanthis flammea","Carduelis","Carduelis flammea","Carduelis_flammea","comred",0,1
"Carduelis_pinus_22720359.shp","Carduelis_pinus","Carduelis pinus",5330,"Pine Siskin","Fringillidae","Spinus","pinus","Spinus pinus","Carduelis","Carduelis pinus","Carduelis_pinus","pinsis",150,0.906367041198502
"Carduelis_psaltria_22720410.shp","Carduelis_psaltria","Carduelis psaltria",5300,"Lesser Goldfinch","Fringillidae","Spinus","psaltria","Spinus psaltria","Carduelis","Carduelis psaltria","Carduelis_psaltria","lesgol",124,0.923598274799754
"Carduelis_lawrencei_22720413.shp","Carduelis_lawrencei","Carduelis lawrencei",5310,"Lawrence's Goldfinch","Fringillidae","Spinus","lawrencei","Spinus lawrencei","Carduelis","Carduelis lawrencei","Carduelis_lawrencei","lawgol",1,0.961538461538462
"Carduelis_tristis_22720407.shp","Carduelis_tristis","Carduelis tristis",5290,"American Goldfinch","Fringillidae","Spinus","tristis","Spinus tristis","Carduelis","Carduelis tristis","Carduelis_tristis","amegfi",540,0.620520028109628
"Coccothraustes_vespertinus_22720702.shp","Coccothraustes_vespertinus","Coccothraustes vespertinus",5140,"Evening Grosbeak","Fringillidae","Coccothraustes","vespertinus","Coccothraustes vespertinus",NA,NA,"Coccothraustes_vespertinus","evegro",60,0.875259875259875
"Calcarius_lapponicus_22721033.shp","Calcarius_lapponicus","Calcarius lapponicus",5360,"Lapland Longspur","Calcariidae","Calcarius","lapponicus","Calcarius lapponicus",NA,NA,"Calcarius_lapponicus","laplon",0,1
"Calcarius_ornatus_22721040.shp","Calcarius_ornatus","Calcarius ornatus",5380,"Chestnut-collared Longspur","Calcariidae","Calcarius","ornatus","Calcarius ornatus",NA,NA,"Calcarius_ornatus","chclon",77,0.801033591731266
"Calcarius_pictus_22721037.shp","Calcarius_pictus","Calcarius pictus",5370,"Smith's Longspur","Calcariidae","Calcarius","pictus","Calcarius pictus",NA,NA,"Calcarius_pictus","smilon",0,1
"Rhynchophanes_mccownii_22721025.shp","Rhynchophanes_mccownii","Rhynchophanes mccownii",5390,"McCown's Longspur","Calcariidae","Rhynchophanes","mccownii","Rhynchophanes mccownii",NA,NA,"Rhynchophanes_mccownii","mcclon",11,0.869047619047619
"Plectrophenax_nivalis_22721043.shp","Plectrophenax_nivalis","Plectrophenax nivalis",5340,"Snow Bunting","Calcariidae","Plectrophenax","nivalis","Plectrophenax nivalis",NA,NA,"Plectrophenax_nivalis","snobun",0,1
"Seiurus_aurocapilla_22721779.shp","Seiurus_aurocapilla","Seiurus aurocapilla",6740,"Ovenbird","Parulidae","Seiurus","aurocapilla","Seiurus aurocapilla",NA,NA,"Seiurus_aurocapilla","ovenbi1",212,0.68215892053973
"Helmitheros_vermivorum_22721768.shp","Helmitheros_vermivorum","Helmitheros vermivorum",6390,"Worm-eating Warbler","Parulidae","Helmitheros","vermivorum","Helmitheros vermivorum",NA,NA,"Helmitheros_vermivorum","woewar1",127,0.306010928961749
"Parkesia_motacilla_22721803.shp","Parkesia_motacilla","Parkesia motacilla",6760,"Louisiana Waterthrush","Parulidae","Parkesia","motacilla","Parkesia motacilla",NA,NA,"Parkesia_motacilla","louwat",178,0.307392996108949
"Parkesia_noveboracensis_22721793.shp","Parkesia_noveboracensis","Parkesia noveboracensis",6750,"Northern Waterthrush","Parulidae","Parkesia","noveboracensis","Parkesia noveboracensis",NA,NA,"Parkesia_noveboracensis","norwat",73,0.933454876937101
"Vermivora_chrysoptera_22721618.shp","Vermivora_chrysoptera","Vermivora chrysoptera",6420,"Golden-winged Warbler","Parulidae","Vermivora","chrysoptera","Vermivora chrysoptera",NA,NA,"Vermivora_chrysoptera","gowwar",91,0.401315789473684
"Vermivora_cyanoptera_22721610.shp","Vermivora_cyanoptera","Vermivora cyanoptera",6410,"Blue-winged Warbler","Parulidae","Vermivora","cyanoptera","Vermivora cyanoptera",NA,NA,"Vermivora_cyanoptera","buwwar",264,0.284552845528455
"Mniotilta_varia_22721758.shp","Mniotilta_varia","Mniotilta varia",6360,"Black-and-white Warbler","Parulidae","Mniotilta","varia","Mniotilta varia",NA,NA,"Mniotilta_varia","bawwar",177,0.729357798165138
"Protonotaria_citrea_22721765.shp","Protonotaria_citrea","Protonotaria citrea",6370,"Prothonotary Warbler","Parulidae","Protonotaria","citrea","Protonotaria citrea",NA,NA,"Protonotaria_citrea","prowar",154,0.30316742081448
"Limnothlypis_swainsonii_22721776.shp","Limnothlypis_swainsonii","Limnothlypis swainsonii",6380,"Swainson's Warbler","Parulidae","Limnothlypis","swainsonii","Limnothlypis swainsonii",NA,NA,"Limnothlypis_swainsonii","swawar",66,0.388888888888889
"Vermivora_peregrina_22721621.shp","Vermivora_peregrina","Vermivora peregrina",6470,"Tennessee Warbler","Parulidae","Oreothlypis","peregrina","Oreothlypis peregrina","Vermivora","Vermivora peregrina","Vermivora_peregrina","tenwar",23,0.965722801788376
"Vermivora_celata_22721624.shp","Vermivora_celata","Vermivora celata",6460,"Orange-crowned Warbler","Parulidae","Oreothlypis","celata","Oreothlypis celata","Vermivora","Vermivora celata","Vermivora_celata","orcwar",41,0.962488563586459
"Vermivora_luciae_22721636.shp","Vermivora_luciae","Vermivora luciae",6430,"Lucy's Warbler","Parulidae","Oreothlypis","luciae","Oreothlypis luciae","Vermivora","Vermivora luciae","Vermivora_luciae","lucwar",3,0.942307692307692
"Vermivora_ruficapilla_22721627.shp","Vermivora_ruficapilla","Vermivora ruficapilla",6450,"Nashville Warbler","Parulidae","Oreothlypis","ruficapilla","Oreothlypis ruficapilla","Vermivora","Vermivora ruficapilla","Vermivora_ruficapilla","naswar",67,0.805797101449275
"Vermivora_virginiae_22721630.shp","Vermivora_virginiae","Vermivora virginiae",6440,"Virginia's Warbler","Parulidae","Oreothlypis","virginiae","Oreothlypis virginiae","Vermivora","Vermivora virginiae","Vermivora_virginiae","virwar",1,0.966666666666667
"Oporornis_agilis_22721818.shp","Oporornis_agilis","Oporornis agilis",6780,"Connecticut Warbler","Parulidae","Oporornis","agilis","Oporornis agilis",NA,NA,"Oporornis_agilis","conwar",13,0.917197452229299
"Geothlypis_trichas_22721836.shp","Geothlypis_trichas","Geothlypis trichas",6810,"Common Yellowthroat","Parulidae","Geothlypis","trichas","Geothlypis trichas",NA,NA,"Geothlypis_trichas","comyel",380,0.761755485893417
"Wilsonia_citrina_22721876.shp","Wilsonia_citrina","Wilsonia citrina",6840,"Hooded Warbler","Parulidae","Setophaga","citrina","Setophaga citrina","Wilsonia","Wilsonia citrina","Wilsonia_citrina","hoowar",131,0.328205128205128
"Setophaga_ruticilla_22721762.shp","Setophaga_ruticilla","Setophaga ruticilla",6870,"American Redstart","Parulidae","Setophaga","ruticilla","Setophaga ruticilla",NA,NA,"Setophaga_ruticilla","amered",241,0.731026785714286
"Dendroica_kirtlandii_22721722.shp","Dendroica_kirtlandii","Dendroica kirtlandii",6700,"Kirtland's Warbler","Parulidae","Setophaga","kirtlandii","Setophaga kirtlandii","Dendroica","Dendroica kirtlandii","Dendroica_kirtlandii","kirwar",0,1
"Dendroica_tigrina_22721670.shp","Dendroica_tigrina","Dendroica tigrina",6500,"Cape May Warbler","Parulidae","Setophaga","tigrina","Setophaga tigrina","Dendroica","Dendroica tigrina","Dendroica_tigrina","camwar",49,0.928571428571429
"Dendroica_cerulea_22721740.shp","Dendroica_cerulea","Dendroica cerulea",6580,"Cerulean Warbler","Parulidae","Setophaga","cerulea","Setophaga cerulea","Dendroica","Dendroica cerulea","Dendroica_cerulea","cerwar",57,0.304878048780488
