"file","spp_name","file_binomial","aou","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","overlap","range_excl"
"Parula_americana_22721639.shp","Parula_americana","Parula americana",6480,"Northern Parula","Parulidae","Setophaga","americana","Setophaga americana","Parula","Parula americana","Parula_americana","norpar",182,0.49584487534626
"Parula_pitiayumi_22721642.shp","Parula_pitiayumi","Parula pitiayumi",6490,"Tropical Parula","Parulidae","Setophaga","pitiayumi","Setophaga pitiayumi","Parula","Parula pitiayumi","Parula_pitiayumi","tropar",14,0.997748472177549
"Dendroica_magnolia_22721667.shp","Dendroica_magnolia","Dendroica magnolia",6570,"Magnolia Warbler","Parulidae","Setophaga","magnolia","Setophaga magnolia","Dendroica","Dendroica magnolia","Dendroica_magnolia","magwar",109,0.886694386694387
"Dendroica_castanea_22721734.shp","Dendroica_castanea","Dendroica castanea",6600,"Bay-breasted Warbler","Parulidae","Setophaga","castanea","Setophaga castanea","Dendroica","Dendroica castanea","Dendroica_castanea","babwar",74,0.930451127819549
"Dendroica_fusca_22721695.shp","Dendroica_fusca","Dendroica fusca",6620,"Blackburnian Warbler","Parulidae","Setophaga","fusca","Setophaga fusca","Dendroica","Dendroica fusca","Dendroica_fusca","bkbwar",65,0.730290456431535
"Dendroica_petechia_22721657.shp","Dendroica_petechia","Dendroica petechia",6520,"Yellow Warbler","Parulidae","Setophaga","petechia","Setophaga petechia","Dendroica","Dendroica petechia","Dendroica_petechia","yelwar",273,0.866634098680997
"Dendroica_pensylvanica_22721664.shp","Dendroica_pensylvanica","Dendroica pensylvanica",6590,"Chestnut-sided Warbler","Parulidae","Setophaga","pensylvanica","Setophaga pensylvanica","Dendroica","Dendroica pensylvanica","Dendroica_pensylvanica","chswar",72,0.746478873239437
"Dendroica_striata_22721737.shp","Dendroica_striata","Dendroica striata",6610,"Blackpoll Warbler","Parulidae","Setophaga","striata","Setophaga striata","Dendroica","Dendroica striata","Dendroica_striata","bkpwar",15,0.985177865612648
"Dendroica_caerulescens_22721673.shp","Dendroica_caerulescens","Dendroica caerulescens",6540,"Black-throated Blue Warbler","Parulidae","Setophaga","caerulescens","Setophaga caerulescens","Dendroica","Dendroica caerulescens","Dendroica_caerulescens","btbwar",84,0.648535564853556
"Dendroica_palmarum_22721731.shp","Dendroica_palmarum","Dendroica palmarum",6720,"Palm Warbler","Parulidae","Setophaga","palmarum","Setophaga palmarum","Dendroica","Dendroica palmarum","Dendroica_palmarum","palwar",23,0.950323974082073
"Dendroica_pinus_22721719.shp","Dendroica_pinus","Dendroica pinus",6710,"Pine Warbler","Parulidae","Setophaga","pinus","Setophaga pinus","Dendroica","Dendroica pinus","Dendroica_pinus","pinwar",170,0.46875
"Dendroica_coronata_22721676.shp","Dendroica_coronata","Dendroica coronata",6550,"(Myrtle Warbler) Yellow-rumped Warbler","Parulidae","Setophaga","coronata coronata","Dendroica coronata",NA,NA,"Dendroica_coronata",NA,97,0.932825484764543
"Dendroica_coronata_22721676.shp","Dendroica_coronata","Dendroica coronata",6560,"(Audubon's Warbler) Yellow-rumped Warbler","Parulidae","Setophaga","coronata audoboni","Dendroica coronata",NA,NA,"Dendroica_coronata",NA,97,0.932825484764543
"Dendroica_dominica_22724793.shp","Dendroica_dominica","Dendroica dominica",6630,"Yellow-throated Warbler","Parulidae","Setophaga","dominica","Setophaga dominica","Dendroica","Dendroica dominica","Dendroica_dominica","yetwar",136,0.36150234741784
"Dendroica_discolor_22721725.shp","Dendroica_discolor","Dendroica discolor",6730,"Prairie Warbler","Parulidae","Setophaga","discolor","Setophaga discolor","Dendroica","Dendroica discolor","Dendroica_discolor","prawar",123,0.301136363636364
"Dendroica_graciae_22721708.shp","Dendroica_graciae","Dendroica graciae",6640,"Grace's Warbler","Parulidae","Setophaga","graciae","Setophaga graciae","Dendroica","Dendroica graciae","Dendroica_graciae","grawar",32,0.92967032967033
"Dendroica_nigrescens_22721679.shp","Dendroica_nigrescens","Dendroica nigrescens",6650,"Black-throated Gray Warbler","Parulidae","Setophaga","nigrescens","Setophaga nigrescens","Dendroica","Dendroica nigrescens","Dendroica_nigrescens","btywar",20,0.897435897435897
"Dendroica_townsendi_22721683.shp","Dendroica_townsendi","Dendroica townsendi",6680,"Townsend's Warbler","Parulidae","Setophaga","townsendi","Setophaga townsendi","Dendroica","Dendroica townsendi","Dendroica_townsendi","towwar",21,0.963604852686308
"Dendroica_occidentalis_22721686.shp","Dendroica_occidentalis","Dendroica occidentalis",6690,"Hermit Warbler","Parulidae","Setophaga","occidentalis","Setophaga occidentalis","Dendroica","Dendroica occidentalis","Dendroica_occidentalis","herwar",8,0.764705882352941
"Dendroica_chrysoparia_22721692.shp","Dendroica_chrysoparia","Dendroica chrysoparia",6660,"Golden-cheeked Warbler","Parulidae","Setophaga","chrysoparia","Setophaga chrysoparia","Dendroica","Dendroica chrysoparia","Dendroica_chrysoparia","gchwar",1,0
"Dendroica_virens_22721689.shp","Dendroica_virens","Dendroica virens",6670,"Black-throated Green Warbler","Parulidae","Setophaga","virens","Setophaga virens","Dendroica","Dendroica virens","Dendroica_virens","btnwar",155,0.804785894206549
"Wilsonia_canadensis_22721882.shp","Wilsonia_canadensis","Wilsonia canadensis",6860,"Canada Warbler","Parulidae","Cardellina","canadensis","Cardellina canadensis","Wilsonia","Wilsonia canadensis","Wilsonia_canadensis","canwar",60,0.830508474576271
"Wilsonia_pusilla_22721879.shp","Wilsonia_pusilla","Wilsonia pusilla",6850,"Wilson's Warbler","Parulidae","Cardellina","pusilla","Cardellina pusilla","Wilsonia","Wilsonia pusilla","Wilsonia_pusilla","wlswar",27,0.977291841883936
"Cardellina_rubrifrons_22721885.shp","Cardellina_rubrifrons","Cardellina rubrifrons",6900,"Red-faced Warbler","Parulidae","Cardellina","rubrifrons","Cardellina rubrifrons",NA,NA,"Cardellina_rubrifrons","refwar",2,0.947368421052632
"Myioborus_pictus_22721894.shp","Myioborus_pictus","Myioborus pictus",6880,"Painted Redstart","Parulidae","Myioborus","pictus","Myioborus pictus",NA,NA,"Myioborus_pictus","paired",10,0.932432432432432
"Icteria_virens_22722057.shp","Icteria_virens","Icteria virens",6830,"Yellow-breasted Chat","Parulidae","Icteria","virens","Icteria virens",NA,NA,"Icteria_virens","yebcha",228,0.644859813084112
"Arremonops_rufivirgatus_22721392.shp","Arremonops_rufivirgatus","Arremonops rufivirgatus",5860,"Olive Sparrow","Emberizidae","Arremonops","rufivirgatus","Arremonops rufivirgatus",NA,NA,"Arremonops_rufivirgatus","olispa",6,0.931034482758621
"Pipilo_chlorurus_22721304.shp","Pipilo_chlorurus","Pipilo chlorurus",5900,"Green-tailed Towhee","Emberizidae","Pipilo","chlorurus","Pipilo chlorurus",NA,NA,"Pipilo_chlorurus","gnttow",37,0.896935933147632
"Pipilo_maculatus_22729113.shp","Pipilo_maculatus","Pipilo maculatus",5880,"Spotted Towhee","Emberizidae","Pipilo","maculatus","Pipilo maculatus",NA,NA,"Pipilo_maculatus","spotow",71,0.878216123499142
"Pipilo_erythrophthalmus_22721310.shp","Pipilo_erythrophthalmus","Pipilo erythrophthalmus",5870,"Eastern Towhee","Emberizidae","Pipilo","erythrophthalmus","Pipilo erythrophthalmus",NA,NA,"Pipilo_erythrophthalmus","eastow",395,0.639269406392694
"Aimophila_ruficeps_22721288.shp","Aimophila_ruficeps","Aimophila ruficeps",5800,"Rufous-crowned Sparrow","Emberizidae","Aimophila","ruficeps","Aimophila ruficeps",NA,NA,"Aimophila_ruficeps","rucspa",18,0.839285714285714
"Melozone_crissalis_22721323.shp","Melozone_crissalis","Melozone crissalis",5911,"California Towhee","Emberizidae","Melozone","crissalis","Melozone crissalis",NA,NA,"Melozone_crissalis","caltow",9,0.863636363636364
"Melozone_aberti_22721315.shp","Melozone_aberti","Melozone aberti",5920,"Abert's Towhee","Emberizidae","Melozone","aberti","Melozone aberti",NA,NA,"Melozone_aberti","abetow",0,1
"Peucaea_carpalis_22721280.shp","Peucaea_carpalis","Peucaea carpalis",5790,"Rufous-winged Sparrow","Emberizidae","Peucaea","carpalis","Peucaea carpalis",NA,NA,"Peucaea_carpalis","ruwspa",0,1
"Peucaea_botterii_22721264.shp","Peucaea_botterii","Peucaea botterii",5760,"Botteri's Sparrow","Emberizidae","Peucaea","botterii","Peucaea botterii",NA,NA,"Peucaea_botterii","botspa",3,0.98828125
"Peucaea_cassinii_22721272.shp","Peucaea_cassinii","Peucaea cassinii",5780,"Cassin's Sparrow","Emberizidae","Peucaea","cassinii","Peucaea cassinii",NA,NA,"Peucaea_cassinii","casspa",52,0.799227799227799
"Peucaea_aestivalis_22721256.shp","Peucaea_aestivalis","Peucaea aestivalis",5750,"Bachman's Sparrow","Emberizidae","Peucaea","aestivalis","Peucaea aestivalis",NA,NA,"Peucaea_aestivalis","bacspa",61,0.364583333333333
"Spizella_arborea_22721159.shp","Spizella_arborea","Spizella arborea",5590,"American Tree Sparrow","Emberizidae","Spizelloides","arborea","Spizelloides arborea","Spizella","Spizella arborea","Spizella_arborea","amtspa",0,1
"Spizella_passerina_22721162.shp","Spizella_passerina","Spizella passerina",5600,"Chipping Sparrow","Emberizidae","Spizella","passerina","Spizella passerina",NA,NA,"Spizella_passerina","chispa",566,0.809875713805845
"Spizella_pallida_22721165.shp","Spizella_pallida","Spizella pallida",5610,"Clay-colored Sparrow","Emberizidae","Spizella","pallida","Spizella pallida",NA,NA,"Spizella_pallida","clcspa",55,0.86810551558753
"Spizella_breweri_22734705.shp","Spizella_breweri","Spizella breweri",5620,"Brewer's Sparrow","Emberizidae","Spizella","breweri","Spizella breweri",NA,NA,"Spizella_breweri","brespa",40,0.897959183673469
"Spizella_pusilla_22721179.shp","Spizella_pusilla","Spizella pusilla",5630,"Field Sparrow","Emberizidae","Spizella","pusilla","Spizella pusilla",NA,NA,"Spizella_pusilla","fiespa",1412,0.338331771321462
"Spizella_atrogularis_22721185.shp","Spizella_atrogularis","Spizella atrogularis",5650,"Black-chinned Sparrow","Emberizidae","Spizella","atrogularis","Spizella atrogularis",NA,NA,"Spizella_atrogularis","bkcspa",23,0.87431693989071
"Pooecetes_gramineus_22721188.shp","Pooecetes_gramineus","Pooecetes gramineus",5400,"Vesper Sparrow","Emberizidae","Pooecetes","gramineus","Pooecetes gramineus",NA,NA,"Pooecetes_gramineus","vesspa",378,0.750165234633179
"Chondestes_grammacus_22721191.shp","Chondestes_grammacus","Chondestes grammacus",5520,"Lark Sparrow","Emberizidae","Chondestes","grammacus","Chondestes grammacus",NA,NA,"Chondestes_grammacus","larspa",221,0.69047619047619
"Amphispiza_bilineata_22721194.shp","Amphispiza_bilineata","Amphispiza bilineata",5730,"Black-throated Sparrow","Emberizidae","Amphispiza","bilineata","Amphispiza bilineata",NA,NA,"Amphispiza_bilineata","bktspa",45,0.908722109533469
"Amphispiza_belli_22721197.shp","Amphispiza_belli","Amphispiza belli",5739,"Bell's Sparrow","Emberizidae","Artemisiospiza","belli","Artemisiospiza belli","Amphispiza","Amphispiza belli","Amphispiza_belli","belspa2",14,0.9
"Calamospiza_melanocorys_22721049.shp","Calamospiza_melanocorys","Calamospiza melanocorys",6050,"Lark Bunting","Emberizidae","Calamospiza","melanocorys","Calamospiza melanocorys",NA,NA,"Calamospiza_melanocorys","larbun",49,0.762135922330097
"Passerculus_sandwichensis_22721110.shp","Passerculus_sandwichensis","Passerculus sandwichensis",5420,"Savannah Sparrow","Emberizidae","Passerculus","sandwichensis","Passerculus sandwichensis",NA,NA,"Passerculus_sandwichensis","savspa",176,0.918177591817759
"Ammodramus_savannarum_22721144.shp","Ammodramus_savannarum","Ammodramus savannarum",5460,"Grasshopper Sparrow","Emberizidae","Ammodramus","savannarum","Ammodramus savannarum",NA,NA,"Ammodramus_savannarum","graspa",288,0.536231884057971
"Ammodramus_bairdii_22721141.shp","Ammodramus_bairdii","Ammodramus bairdii",5450,"Baird's Sparrow","Emberizidae","Ammodramus","bairdii","Ammodramus bairdii",NA,NA,"Ammodramus_bairdii","baispa",19,0.815533980582524
"Ammodramus_henslowii_22721138.shp","Ammodramus_henslowii","Ammodramus henslowii",5470,"Henslow's Sparrow","Emberizidae","Ammodramus","henslowii","Ammodramus henslowii",NA,NA,"Ammodramus_henslowii","henspa",95,0.28030303030303
"Ammodramus_leconteii_22721135.shp","Ammodramus_leconteii","Ammodramus leconteii",5480,"Le Conte's Sparrow","Emberizidae","Ammodramus","leconteii","Ammodramus leconteii",NA,NA,"Ammodramus_leconteii",NA,35,0.909326424870466
"Ammodramus_nelsoni_22728393.shp","Ammodramus_nelsoni","Ammodramus nelsoni",5491,"Nelson's Sparrow","Emberizidae","Ammodramus","nelsoni","Ammodramus nelsoni",NA,NA,"Ammodramus_nelsoni","nstspa",39,0.803030303030303
"Ammodramus_caudacutus_22721129.shp","Ammodramus_caudacutus","Ammodramus caudacutus",5490,"Saltmarsh Sparrow","Emberizidae","Ammodramus","caudacutus","Ammodramus caudacutus",NA,NA,"Ammodramus_caudacutus","sstspa",11,0.0833333333333333
"Ammodramus_maritimus_22721123.shp","Ammodramus_maritimus","Ammodramus maritimus",5500,"Seaside Sparrow","Emberizidae","Ammodramus","maritimus","Ammodramus maritimus",NA,NA,"Ammodramus_maritimus","seaspa",6,0.625
"Passerella_iliaca_22721052.shp","Passerella_iliaca","Passerella iliaca",5850,"Fox Sparrow","Emberizidae","Passerella","iliaca","Passerella iliaca",NA,NA,"Passerella_iliaca","foxspa",24,0.979504696840307
"Melospiza_melodia_22721058.shp","Melospiza_melodia","Melospiza melodia",5810,"Song Sparrow","Emberizidae","Melospiza","melodia","Melospiza melodia",NA,NA,"Melospiza_melodia","sonspa",430,0.765027322404372
"Melospiza_lincolnii_22721064.shp","Melospiza_lincolnii","Melospiza lincolnii",5830,"Lincoln's Sparrow","Emberizidae","Melospiza","lincolnii","Melospiza lincolnii",NA,NA,"Melospiza_lincolnii","linspa",36,0.965909090909091
"Melospiza_georgiana_22721070.shp","Melospiza_georgiana","Melospiza georgiana",5840,"Swamp Sparrow","Emberizidae","Melospiza","georgiana","Melospiza georgiana",NA,NA,"Melospiza_georgiana","swaspa",188,0.783410138248848
"Zonotrichia_albicollis_22721085.shp","Zonotrichia_albicollis","Zonotrichia albicollis",5580,"White-throated Sparrow","Emberizidae","Zonotrichia","albicollis","Zonotrichia albicollis",NA,NA,"Zonotrichia_albicollis","whtspa",81,0.898623279098874
"Zonotrichia_querula_22721082.shp","Zonotrichia_querula","Zonotrichia querula",5530,"Harris's Sparrow","Emberizidae","Zonotrichia","querula","Zonotrichia querula",NA,NA,"Zonotrichia_querula","harspa",0,1
"Zonotrichia_leucophrys_22721088.shp","Zonotrichia_leucophrys","Zonotrichia leucophrys",5540,"White-crowned Sparrow","Emberizidae","Zonotrichia","leucophrys","Zonotrichia leucophrys",NA,NA,"Zonotrichia_leucophrys","whcspa",28,0.977900552486188
"Zonotrichia_atricapilla_22721091.shp","Zonotrichia_atricapilla","Zonotrichia atricapilla",5570,"Golden-crowned Sparrow","Emberizidae","Zonotrichia","atricapilla","Zonotrichia atricapilla",NA,NA,"Zonotrichia_atricapilla","gocspa",0,1
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5670,"(Slate-colored Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis hyemalis","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,102,0.957658779576588
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5671,"(Oregon Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis oreganus","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,102,0.957658779576588
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5680,"(Pink-sided Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis mearnsi","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,102,0.957658779576588
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5660,"(White-winged Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis aikeni","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,102,0.957658779576588
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5690,"(Gray-headed Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis caniceps","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,102,0.957658779576588
"Junco_phaeonotus_22721107.shp","Junco_phaeonotus","Junco phaeonotus",5700,"Yellow-eyed Junco","Emberizidae","Junco","phaeonotus","Junco phaeonotus",NA,NA,"Junco_phaeonotus","yeejun",2,0.955555555555556
"Piranga_flava_22722450.shp","Piranga_flava","Piranga flava",6090,"Hepatic Tanager","Cardinalidae","Piranga","flava","Piranga flava",NA,NA,"Piranga_flava","heptan",16,0.978112175102599
"Piranga_rubra_22722456.shp","Piranga_rubra","Piranga rubra",6100,"Summer Tanager","Cardinalidae","Piranga","rubra","Piranga rubra",NA,NA,"Piranga_rubra","sumtan",156,0.50788643533123
"Piranga_olivacea_22722466.shp","Piranga_olivacea","Piranga olivacea",6080,"Scarlet Tanager","Cardinalidae","Piranga","olivacea","Piranga olivacea",NA,NA,"Piranga_olivacea","scatan",176,0.380281690140845
"Piranga_ludoviciana_22722471.shp","Piranga_ludoviciana","Piranga ludoviciana",6070,"Western Tanager","Cardinalidae","Piranga","ludoviciana","Piranga ludoviciana",NA,NA,"Piranga_ludoviciana","westan",58,0.937229437229437
"Cardinalis_cardinalis_22723819.shp","Cardinalis_cardinalis","Cardinalis cardinalis",5930,"Northern Cardinal","Cardinalidae","Cardinalis","cardinalis","Cardinalis cardinalis",NA,NA,"Cardinalis_cardinalis","norcar",530,0.536307961504812
"Cardinalis_sinuatus_22723825.shp","Cardinalis_sinuatus","Cardinalis sinuatus",5940,"Pyrrhuloxia","Cardinalidae","Cardinalis","sinuatus","Cardinalis sinuatus",NA,NA,"Cardinalis_sinuatus","pyrrhu",20,0.857142857142857
"Pheucticus_ludovicianus_22723813.shp","Pheucticus_ludovicianus","Pheucticus ludovicianus",5950,"Rose-breasted Grosbeak","Cardinalidae","Pheucticus","ludovicianus","Pheucticus ludovicianus",NA,NA,"Pheucticus_ludovicianus","robgro",164,0.645021645021645
"Pheucticus_melanocephalus_22723816.shp","Pheucticus_melanocephalus","Pheucticus melanocephalus",5960,"Black-headed Grosbeak","Cardinalidae","Pheucticus","melanocephalus","Pheucticus melanocephalus",NA,NA,"Pheucticus_melanocephalus","bkhgro",210,0.846378931967813
"Passerina_caerulea_22723939.shp","Passerina_caerulea","Passerina caerulea",5970,"Blue Grosbeak","Cardinalidae","Passerina","caerulea","Passerina caerulea",NA,NA,"Passerina_caerulea","blugrb1",348,0.648484848484848
"Passerina_amoena_22723948.shp","Passerina_amoena","Passerina amoena",5990,"Lazuli Bunting","Cardinalidae","Passerina","amoena","Passerina amoena",NA,NA,"Passerina_amoena","lazbun",50,0.842767295597484
"Passerina_cyanea_22723951.shp","Passerina_cyanea","Passerina cyanea",5980,"Indigo Bunting","Cardinalidae","Passerina","cyanea","Passerina cyanea",NA,NA,"Passerina_cyanea","indbun",891,0.519676549865229
"Passerina_versicolor_22723954.shp","Passerina_versicolor","Passerina versicolor",6000,"Varied Bunting","Cardinalidae","Passerina","versicolor","Passerina versicolor",NA,NA,"Passerina_versicolor","varbun",10,0.975247524752475
"Passerina_ciris_22723957.shp","Passerina_ciris","Passerina ciris",6010,"Painted Bunting","Cardinalidae","Passerina","ciris","Passerina ciris",NA,NA,"Passerina_ciris","paibun",60,0.548872180451128
"Spiza_americana_22723796.shp","Spiza_americana","Spiza americana",6040,"Dickcissel","Cardinalidae","Spiza","americana","Spiza americana",NA,NA,"Spiza_americana","dickci",188,0.483516483516484
"Dolichonyx_oryzivorus_22724367.shp","Dolichonyx_oryzivorus","Dolichonyx oryzivorus",4940,"Bobolink","Icteridae","Dolichonyx","oryzivorus","Dolichonyx oryzivorus",NA,NA,"Dolichonyx_oryzivorus","boboli",158,0.649667405764967
"Agelaius_phoeniceus_22724191.shp","Agelaius_phoeniceus","Agelaius phoeniceus",4980,"Red-winged Blackbird","Icteridae","Agelaius","phoeniceus","Agelaius phoeniceus",NA,NA,"Agelaius_phoeniceus","rewbla",652,0.731687242798354
"Agelaius_tricolor_22724196.shp","Agelaius_tricolor","Agelaius tricolor",5000,"Tricolored Blackbird","Icteridae","Agelaius","tricolor","Agelaius tricolor",NA,NA,"Agelaius_tricolor","tribla",2,0.91304347826087
"Sturnella_magna_22735434.shp","Sturnella_magna","Sturnella magna",5010,"Eastern Meadowlark","Icteridae","Sturnella","magna","Sturnella magna",NA,NA,"Sturnella_magna","easmea",431,0.61310592459605
"Sturnella_neglecta_22724256.shp","Sturnella_neglecta","Sturnella neglecta",5011,"Western Meadowlark","Icteridae","Sturnella","neglecta","Sturnella neglecta",NA,NA,"Sturnella_neglecta","wesmea",232,0.787934186471664
"Xanthocephalus_xanthocephalus_22724169.shp","Xanthocephalus_xanthocephalus","Xanthocephalus xanthocephalus",4970,"Yellow-headed Blackbird","Icteridae","Xanthocephalus","xanthocephalus","Xanthocephalus xanthocephalus",NA,NA,"Xanthocephalus_xanthocephalus","yehbla",220,0.804791481810115
"Euphagus_carolinus_22724329.shp","Euphagus_carolinus","Euphagus carolinus",5090,"Rusty Blackbird","Icteridae","Euphagus","carolinus","Euphagus carolinus",NA,NA,"Euphagus_carolinus","rusbla",25,0.977558348294434
"Euphagus_cyanocephalus_22724332.shp","Euphagus_cyanocephalus","Euphagus cyanocephalus",5100,"Brewer's Blackbird","Icteridae","Euphagus","cyanocephalus","Euphagus cyanocephalus",NA,NA,"Euphagus_cyanocephalus","brebla",113,0.858573216520651
"Quiscalus_quiscula_22724320.shp","Quiscalus_quiscula","Quiscalus quiscula",5110,"Common Grackle","Icteridae","Quiscalus","quiscula","Quiscalus quiscula",NA,NA,"Quiscalus_quiscula","comgra",534,0.58891454965358
"Quiscalus_major_22724311.shp","Quiscalus_major","Quiscalus major",5130,"Boat-tailed Grackle","Icteridae","Quiscalus","major","Quiscalus major",NA,NA,"Quiscalus_major","botgra",22,0.45
"Quiscalus_mexicanus_22724308.shp","Quiscalus_mexicanus","Quiscalus mexicanus",5120,"Great-tailed Grackle","Icteridae","Quiscalus","mexicanus","Quiscalus mexicanus",NA,NA,"Quiscalus_mexicanus","grtgra",445,0.81634337598019
"Molothrus_bonariensis_22724345.shp","Molothrus_bonariensis","Molothrus bonariensis",4961,"Shiny Cowbird","Icteridae","Molothrus","bonariensis","Molothrus bonariensis",NA,NA,"Molothrus_bonariensis","shicow",1,0.999791144527987
"Molothrus_aeneus_22724349.shp","Molothrus_aeneus","Molothrus aeneus",4960,"Bronzed Cowbird","Icteridae","Molothrus","aeneus","Molothrus aeneus",NA,NA,"Molothrus_aeneus","brocow",34,0.958179581795818
"Molothrus_ater_22724354.shp","Molothrus_ater","Molothrus ater",4950,"Brown-headed Cowbird","Icteridae","Molothrus","ater","Molothrus ater",NA,NA,"Molothrus_ater","bnhcow",566,0.662492546213476
"Icterus_spurius_22724134.shp","Icterus_spurius","Icterus spurius",5060,"Orchard Oriole","Icteridae","Icterus","spurius","Icterus spurius",NA,NA,"Icterus_spurius","orcori",497,0.481210855949896
"Icterus_cucullatus_22724131.shp","Icterus_cucullatus","Icterus cucullatus",5050,"Hooded Oriole","Icteridae","Icterus","cucullatus","Icterus cucullatus",NA,NA,"Icterus_cucullatus","hooori",31,0.903426791277259
"Icterus_bullockii_22729123.shp","Icterus_bullockii","Icterus bullockii",5080,"Bullock's Oriole","Icteridae","Icterus","bullockii","Icterus bullockii",NA,NA,"Icterus_bullockii","bulori",116,0.845744680851064
"Icterus_pectoralis_22724105.shp","Icterus_pectoralis","Icterus pectoralis",5032,"Spot-breasted Oriole","Icteridae","Icterus","pectoralis","Icterus pectoralis",NA,NA,"Icterus_pectoralis",NA,2,0.957446808510638
"Icterus_gularis_22724108.shp","Icterus_gularis","Icterus gularis",5031,"Altamira Oriole","Icteridae","Icterus","gularis","Icterus gularis",NA,NA,"Icterus_gularis","altori",2,0.957446808510638
"Icterus_graduacauda_22724081.shp","Icterus_graduacauda","Icterus graduacauda",5030,"Audubon's Oriole","Icteridae","Icterus","graduacauda","Icterus graduacauda",NA,NA,"Icterus_graduacauda","audori",1,0.967741935483871
"Icterus_galbula_22724126.shp","Icterus_galbula","Icterus galbula",5070,"Baltimore Oriole","Icteridae","Icterus","galbula","Icterus galbula",NA,NA,"Icterus_galbula","balori",1114,0.654894671623296
"Icterus_parisorum_22724160.shp","Icterus_parisorum","Icterus parisorum",5040,"Scott's Oriole","Icteridae","Icterus","parisorum","Icterus parisorum",NA,NA,"Icterus_parisorum","scoori",45,0.892601431980907
"Archilochus_alexandri_22688196.shp","Archilochus_alexandri","Archilochus alexandri",4290,"Black-chinned Hummingbird","Trochilidae","Archilochus","alexandri","Archilochus alexandri",NA,NA,"Archilochus_alexandri",NA,38,0.841004184100418
"Calypte_anna_22688199.shp","Calypte_anna","Calypte anna",4310,"Anna's Hummingbird","Trochilidae","Calypte","anna","Calypte anna",NA,NA,"Calypte_anna",NA,8,0.843137254901961
"Calypte_costae_22688202.shp","Calypte_costae","Calypte costae",4300,"Costa's Hummingbird","Trochilidae","Calypte","costae","Calypte costae",NA,NA,"Calypte_costae",NA,4,0.956521739130435
"Selasphorus_platycercus_22688293.shp","Selasphorus_platycercus","Selasphorus platycercus",4320,"Broad-tailed Hummingbird","Trochilidae","Selasphorus","platycercus","Selasphorus platycercus",NA,NA,"Selasphorus_platycercus",NA,7,0.963917525773196
"Selasphorus_rufus_22688296.shp","Selasphorus_rufus","Selasphorus rufus",4330,"Rufous Hummingbird","Trochilidae","Selasphorus","rufus","Selasphorus rufus",NA,NA,"Selasphorus_rufus",NA,19,0.904040404040404
"Selasphorus_sasin_22688299.shp","Selasphorus_sasin","Selasphorus sasin",4340,"Allen's Hummingbird","Trochilidae","Selasphorus","sasin","Selasphorus sasin",NA,NA,"Selasphorus_sasin",NA,0,1
"Selasphorus_calliope_22688232.shp","Selasphorus_calliope","Selasphorus calliope",4360,"Calliope Hummingbird","Trochilidae","Selasphorus","calliope","Selasphorus calliope",NA,NA,"Selasphorus_calliope",NA,17,0.878571428571429
"Cynanthus_latirostris_22725767.shp","Cynanthus_latirostris","Cynanthus latirostris",4410,"Broad-billed Hummingbird","Trochilidae","Cynanthus","latirostris","Cynanthus latirostris",NA,NA,"Cynanthus_latirostris",NA,4,0.958333333333333
"Amazilia_yucatanensis_22687606.shp","Amazilia_yucatanensis","Amazilia yucatanensis",4390,"Buff-bellied Hummingbird","Trochilidae","Amazilia","yucatanensis","Amazilia yucatanensis",NA,NA,"Amazilia_yucatanensis",NA,2,0.971830985915493
"Amazilia_violiceps_22687624.shp","Amazilia_violiceps","Amazilia violiceps",4391,"Violet-crowned Hummingbird","Trochilidae","Amazilia","violiceps","Amazilia violiceps",NA,NA,"Amazilia_violiceps",NA,4,0.932203389830508
"Porphyrio_porphyrio_22692792.shp","Porphyrio_porphyrio","Porphyrio porphyrio",21930,"Purple Swamphen","Rallidae","Porphyrio","porphyrio","Porphyrio porphyrio",NA,NA,"Porphyrio_porphyrio",NA,0,1
"Trogon_elegans_22726830.shp","Trogon_elegans","Trogon elegans",3890,"Elegant Trogon","Trogonidae","Trogon","elegans","Trogon elegans",NA,NA,"Trogon_elegans",NA,0,1
"Melanerpes_lewis_22680801.shp","Melanerpes_lewis","Melanerpes lewis",4080,"Lewis's Woodpecker","Picidae","Melanerpes","lewis","Melanerpes lewis",NA,NA,"Melanerpes_lewis",NA,44,0.886304909560723
