"file","spp_name","file_binomial","aou","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","climate_vol","ssi","shannonE_diet","mean_area","mean_occ","sd_area","sd_occ","Trend","ci95","area_wt","occ_wt","trend_wt","phylo_name"
"Dendroica_nigrescens_22721679.shp","Dendroica_nigrescens","Dendroica nigrescens",6650,"Black-throated Gray Warbler","Parulidae","Setophaga","nigrescens","Setophaga nigrescens","Dendroica","Dendroica nigrescens","Dendroica_nigrescens","btywar",1.68115634874361,-1.20578940264642,0,0.501939042158359,0.0360714285714286,0.112626506503894,0.0128352152614492,-1.23,1.516,0.220747952747631,0.0251570219124404,1.516,"Dendroica_nigrescens"
"Dendroica_townsendi_22721683.shp","Dendroica_townsendi","Dendroica townsendi",6680,"Townsend's Warbler","Parulidae","Setophaga","townsendi","Setophaga townsendi","Dendroica","Dendroica townsendi","Dendroica_townsendi","towwar",0.940302623427523,-1.4470162536545,0,0.538606003499879,-0.0037283950617284,0.0300878833177336,0.00123555713849364,-0.885,1.181,0.0589722513027578,0.00242169199144753,1.181,"Dendroica_townsendi"
"Dendroica_virens_22721689.shp","Dendroica_virens","Dendroica virens",6670,"Black-throated Green Warbler","Parulidae","Setophaga","virens","Setophaga virens","Dendroica","Dendroica virens","Dendroica_virens","btnwar",0.317929677589715,-1.52940577515458,0.412697251504221,0.74299107572971,0.00351434140907825,0.291811941345108,0.000693504236799663,0.257,1.34,0.571951405036413,0.00135926830412734,1.34,"Dendroica_virens"
"Wilsonia_canadensis_22721882.shp","Wilsonia_canadensis","Wilsonia canadensis",6860,"Canada Warbler","Parulidae","Cardellina","canadensis","Cardellina canadensis","Wilsonia","Wilsonia canadensis","Wilsonia_canadensis","canwar",0.177578609151298,-1.7360774274314,0.141181741504608,-0.213380993051747,-0.0161746035240674,0.241624643782501,0.00284862486069604,-1.902,1.399,0.473584301813703,0.00558330472696424,1.399,"Wilsonia_canadensis"
"Wilsonia_pusilla_22721879.shp","Wilsonia_pusilla","Wilsonia pusilla",6850,"Wilson's Warbler","Parulidae","Cardellina","pusilla","Cardellina pusilla","Wilsonia","Wilsonia pusilla","Wilsonia_pusilla","wlswar",0.721065431743524,-0.961026234503995,0.277528010406445,-0.809304614143214,-0.00519418483904465,0.00300434488983144,0.00134166910542661,-1.701,1.042,0.00588851598406962,0.00262967144663616,1.042,"Wilsonia_pusilla"
"Icteria_virens_22722057.shp","Icteria_virens","Icteria virens",6830,"Yellow-breasted Chat","Parulidae","Icteria","virens","Icteria virens",NA,NA,"Icteria_virens","yebcha",1.67335017768987,-0.935136314393677,0.217322011273649,-0.0109029321972829,-0.0352369931704218,0.0195896998995286,0.00524313208330912,-0.642,0.358,0.0383958118030761,0.0102765388832859,0.358,"Icteria_virens"
"Pipilo_chlorurus_22721304.shp","Pipilo_chlorurus","Pipilo chlorurus",5900,"Green-tailed Towhee","Emberizidae","Pipilo","chlorurus","Pipilo chlorurus",NA,NA,"Pipilo_chlorurus","gnttow",0.782470321073169,-1.82902526292449,0.458146007804834,-0.244394380460747,0.00793650793650794,0.137036586544737,2.31062468577417e-05,-0.435,0.991,0.268591709627684,4.52882438411736e-05,0.991,"Pipilo_chlorurus"
"Pipilo_maculatus_22729113.shp","Pipilo_maculatus","Pipilo maculatus",5880,"Spotted Towhee","Emberizidae","Pipilo","maculatus","Pipilo maculatus",NA,NA,"Pipilo_maculatus","spotow",1.95262558196737,-1.15468332429001,0.447172622283296,-0.0941113337576801,-0.0139,0.00279672924574194,0.00278053748461203,-0.265,0.791,0.0054815893216542,0.00544985346983958,0.791,"Pipilo_maculatus"
"Aimophila_ruficeps_22721288.shp","Aimophila_ruficeps","Aimophila ruficeps",5800,"Rufous-crowned Sparrow","Emberizidae","Aimophila","ruficeps","Aimophila ruficeps",NA,NA,"Aimophila_ruficeps","rucspa",2.20837975753957,-1.51489564738198,0.301029995663981,1.1660863182957,-0.140777777777778,0.159578547234157,0.0470841301513121,-0.726,2.042,0.312773952578949,0.0922848950965716,2.042,"Aimophila_ruficeps"
"Peucaea_cassinii_22721272.shp","Peucaea_cassinii","Peucaea cassinii",5780,"Cassin's Sparrow","Emberizidae","Peucaea","cassinii","Peucaea cassinii",NA,NA,"Peucaea_cassinii","casspa",0.764370916303456,-1.92493939157985,0.389972873353915,-0.105186252343603,-0.0352063492063492,0.0672128388964386,0.0154251476495301,-0.353,2.036,0.13173716423702,0.0302332893930791,2.036,"Aimophila_cassinii"
"Spizella_pallida_22721165.shp","Spizella_pallida","Spizella pallida",5610,"Clay-colored Sparrow","Emberizidae","Spizella","pallida","Spizella pallida",NA,NA,"Spizella_pallida","clcspa",0.401052835556514,-1.3104504312795,0.412697251504221,0.190419320277344,0.0206804311420319,0.072270719369829,0.00275173026977265,-1.278,0.613,0.141650609964865,0.0053933913287544,0.613,"Spizella_pallida"
"Spizella_breweri_22734705.shp","Spizella_breweri","Spizella breweri",5620,"Brewer's Sparrow","Emberizidae","Spizella","breweri","Spizella breweri",NA,NA,"Spizella_breweri","brespa",1.03799332379664,-2.06346256449299,0.301029995663981,0.777524321394977,0.0347826086956522,3.77950056894287e-05,2.31062468577417e-05,-1.332,1.591,7.40782111512802e-05,4.52882438411736e-05,1.591,"Spizella_breweri"
"Spizella_pusilla_22721179.shp","Spizella_pusilla","Spizella pusilla",5630,"Field Sparrow","Emberizidae","Spizella","pusilla","Spizella pusilla",NA,NA,"Spizella_pusilla","fiespa",0.455652547651028,-1.51452623442181,0.292285253238629,-0.0449061552939521,-0.0119255623721881,0.0461491264806155,0.00180292959506028,-2.301,0.302,0.0904522879020064,0.00353374200631816,0.302,"Spizella_pusilla"
"Pooecetes_gramineus_22721188.shp","Pooecetes_gramineus","Pooecetes gramineus",5400,"Vesper Sparrow","Emberizidae","Pooecetes","gramineus","Pooecetes gramineus",NA,NA,"Pooecetes_gramineus","vesspa",0.981308741176713,-1.65315597316693,0.301029995663981,-0.106412049701247,-0.0234838129496403,0.0515767051116988,0.00337357893103724,-1.008,0.524,0.10109034201893,0.006612214704833,0.524,"Pooecetes_gramineus"
"Chondestes_grammacus_22721191.shp","Chondestes_grammacus","Chondestes grammacus",5520,"Lark Sparrow","Emberizidae","Chondestes","grammacus","Chondestes grammacus",NA,NA,"Chondestes_grammacus","larspa",1.05863188037567,-1.41669263306883,0.265294995574121,0.0895071961087648,0.0353679653679654,0.0419248379058363,0.0112809245990777,-0.763,0.694,0.0821726822954392,0.0221106122141922,0.694,"Chondestes_grammacus"
"Amphispiza_bilineata_22721194.shp","Amphispiza_bilineata","Amphispiza bilineata",5730,"Black-throated Sparrow","Emberizidae","Amphispiza","bilineata","Amphispiza bilineata",NA,NA,"Amphispiza_bilineata","bktspa",1.6602973863738,-2.39347318698558,0.301029995663981,-0.131239566783635,-0.0273636363636364,0.0402353105347558,0.015335345610348,-1.22,1.391,0.0788612086481214,0.0300572773962821,1.391,"Amphispiza_bilineata"
"Calamospiza_melanocorys_22721049.shp","Calamospiza_melanocorys","Calamospiza melanocorys",6050,"Lark Bunting","Emberizidae","Calamospiza","melanocorys","Calamospiza melanocorys",NA,NA,"Calamospiza_melanocorys","larbun",0.378224313448215,-2.77456688266146,0.389972873353915,-0.391235006251278,-0.0629925925925926,0.00808795846382299,0.00370729433312509,-3.43,2.962,0.0158523985890931,0.00726629689292517,2.962,"Calamospiza_melanocorys"
"Passerculus_sandwichensis_22721110.shp","Passerculus_sandwichensis","Passerculus sandwichensis",5420,"Savannah Sparrow","Emberizidae","Passerculus","sandwichensis","Passerculus sandwichensis",NA,NA,"Passerculus_sandwichensis","savspa",1.41715863121371,-0.711988009066209,0.55583362792012,0.0843755603832232,-0.00735989375830013,0.0543312534542825,0.00136016910548838,-1.534,0.534,0.106489256770394,0.00266593144675723,0.534,"Passerculus_sandwichensis"
"Ammodramus_savannarum_22721144.shp","Ammodramus_savannarum","Ammodramus savannarum",5460,"Grasshopper Sparrow","Emberizidae","Ammodramus","savannarum","Ammodramus savannarum",NA,NA,"Ammodramus_savannarum","graspa",0.946336722875499,-1.8498094727038,0.292285253238629,0.0540764297724682,-0.134836734828801,0.048413066116609,0.0109863616274427,-2.766,0.945,0.0948896095885537,0.0215332687897877,0.945,"Ammodramus_savannarum"
"Ammodramus_henslowii_22721138.shp","Ammodramus_henslowii","Ammodramus henslowii",5470,"Henslow's Sparrow","Emberizidae","Ammodramus","henslowii","Ammodramus henslowii",NA,NA,"Ammodramus_henslowii","henspa",0.125126027166706,-2.04589365560684,0.265294995574121,1.10884048260434,-0.0358327996739827,1.14698654498208,0.0100578257452322,-1.309,2.098,2.24809362816487,0.019713338460655,2.098,"Ammodramus_henslowii"
"Ammodramus_maritimus_22721123.shp","Ammodramus_maritimus","Ammodramus maritimus",5500,"Seaside Sparrow","Emberizidae","Ammodramus","maritimus","Ammodramus maritimus",NA,NA,"Ammodramus_maritimus","seaspa",0.391138507692946,-2.50637280101634,0,-0.130109716470604,0,1.07602069236879,2.31062468577417e-05,1.63,5.483,2.10900055704283,4.52882438411736e-05,5.483,"Ammodramus_maritimus"
"Melospiza_melodia_22721058.shp","Melospiza_melodia","Melospiza melodia",5810,"Song Sparrow","Emberizidae","Melospiza","melodia","Melospiza melodia",NA,NA,"Melospiza_melodia","sonspa",1.47856993868142,-0.919682095295494,0.472903250637018,0.437985349160257,0.0204412121212121,0.0678399026480214,0.00252230871509132,-0.691,0.24,0.132966209190122,0.00494372508157899,0.24,"Melospiza_melodia"
"Melospiza_lincolnii_22721064.shp","Melospiza_lincolnii","Melospiza lincolnii",5830,"Lincoln's Sparrow","Emberizidae","Melospiza","lincolnii","Melospiza lincolnii",NA,NA,"Melospiza_lincolnii","linspa",0.828176332704808,-0.807273032398784,0.301029995663981,0.180252071284836,0.00122255790533736,0.321355013670166,0.00166137118246222,-0.061,1.689,0.629855826793526,0.00325628751762595,1.689,"Melospiza_lincolnii"
"Melospiza_georgiana_22721070.shp","Melospiza_georgiana","Melospiza georgiana",5840,"Swamp Sparrow","Emberizidae","Melospiza","georgiana","Melospiza georgiana",NA,NA,"Melospiza_georgiana","swaspa",0.436563442471213,-0.898568648890207,0.472903250637018,0.221949702329609,0.0070523988206915,0.179769349581019,0.00466340717900707,1.022,1.487,0.352347925178797,0.00914027807085386,1.487,"Melospiza_georgiana"
"Zonotrichia_albicollis_22721085.shp","Zonotrichia_albicollis","Zonotrichia albicollis",5580,"White-throated Sparrow","Emberizidae","Zonotrichia","albicollis","Zonotrichia albicollis",NA,NA,"Zonotrichia_albicollis","whtspa",0.363936853766151,-0.96065541386175,0.530102999566398,-0.0833074366409876,-0.00691688498084888,0.0637890046957236,0.00165486447764833,-1.182,0.889,0.125026449203618,0.00324353437619073,0.889,"Zonotrichia_albicollis"
"Zonotrichia_leucophrys_22721088.shp","Zonotrichia_leucophrys","Zonotrichia leucophrys",5540,"White-crowned Sparrow","Emberizidae","Zonotrichia","leucophrys","Zonotrichia leucophrys",NA,NA,"Zonotrichia_leucophrys","whcspa",0.940840789059626,-0.926063747725904,0.40843137199002,5.25830656373995,0.00275482093663912,3.77950056894287e-05,2.31062468577417e-05,-0.288,2.037,7.40782111512802e-05,4.52882438411736e-05,2.037,"Zonotrichia_leucophrys"
"Piranga_olivacea_22722466.shp","Piranga_olivacea","Piranga olivacea",6080,"Scarlet Tanager","Cardinalidae","Piranga","olivacea","Piranga olivacea",NA,NA,"Piranga_olivacea","scatan",0.272262113491851,-1.69686065505645,0.277528010406445,-0.104144767496159,-0.0216776978596782,0.0488941867130104,0.00589481081606475,-0.312,0.386,0.0958326059575004,0.0115538291994869,0.386,"Piranga_olivacea"
"Piranga_ludoviciana_22722471.shp","Piranga_ludoviciana","Piranga ludoviciana",6070,"Western Tanager","Cardinalidae","Piranga","ludoviciana","Piranga ludoviciana",NA,NA,"Piranga_ludoviciana","westan",1.11700110120278,-0.987134118826806,0.217322011273649,-0.0234897045343008,0.0100250626566416,0.00520394878677147,0.00174535797397546,1,0.592,0.0101997396220721,0.00342090162899191,0.592,"Piranga_ludoviciana"
"Cardinalis_cardinalis_22723819.shp","Cardinalis_cardinalis","Cardinalis cardinalis",5930,"Northern Cardinal","Cardinalidae","Cardinalis","cardinalis","Cardinalis cardinalis",NA,NA,"Cardinalis_cardinalis","norcar",1.09915103533359,-1.01762414735512,0.348225372857224,0.0787410699470091,0.0473488488697614,0.0099138963697281,0.00502435232215125,0.229,0.158,0.0194312368846671,0.00984773055141645,0.158,"Cardinalis_cardinalis"
"Pheucticus_ludovicianus_22723813.shp","Pheucticus_ludovicianus","Pheucticus ludovicianus",5950,"Rose-breasted Grosbeak","Cardinalidae","Pheucticus","ludovicianus","Pheucticus ludovicianus",NA,NA,"Pheucticus_ludovicianus","robgro",0.551279944566927,-1.40168573796246,0.530102999566398,-0.0484144343108609,-0.0148998699609883,0.0579676041024742,0.00420191407333845,-0.869,0.524,0.113616504040849,0.00823575158374337,0.524,"Pheucticus_ludovicianus"
"Pheucticus_melanocephalus_22723816.shp","Pheucticus_melanocephalus","Pheucticus melanocephalus",5960,"Black-headed Grosbeak","Cardinalidae","Pheucticus","melanocephalus","Pheucticus melanocephalus",NA,NA,"Pheucticus_melanocephalus","bkhgro",1.67916387375353,-1.00084475370703,0.348225372857224,0.0818383653416618,0.0294516129032258,0.0600306027809441,0.00267746266778508,0.478,0.728,0.11765998145065,0.00524782682885877,0.728,"Pheucticus_melanocephalus"
"Passerina_caerulea_22723939.shp","Passerina_caerulea","Passerina caerulea",5970,"Blue Grosbeak","Cardinalidae","Passerina","caerulea","Passerina caerulea",NA,NA,"Passerina_caerulea","blugrb1",1.61244550940453,-1.06589147942598,0.55583362792012,0.241460059886115,0.0263715846994536,0.0311945974098084,0.00472834379028505,0.756,0.386,0.0611414109232245,0.0092675538289587,0.386,"Passerina_caerulea"
"Passerina_amoena_22723948.shp","Passerina_amoena","Passerina amoena",5990,"Lazuli Bunting","Cardinalidae","Passerina","amoena","Passerina amoena",NA,NA,"Passerina_amoena","lazbun",0.91137881302422,-1.45358168033293,0.301029995663981,1.16983206507057,0.0527884615384615,0.272622453746372,0.00481154462586465,0.299,0.847,0.53434000934289,0.00943062746669471,0.847,"Passerina_amoena"
"Passerina_cyanea_22723951.shp","Passerina_cyanea","Passerina cyanea",5980,"Indigo Bunting","Cardinalidae","Passerina","cyanea","Passerina cyanea",NA,NA,"Passerina_cyanea","indbun",1.09243322648878,-1.28986457558888,0,-0.0597079509378532,-0.00286042183622829,0.0207918329025154,0.000736097795804382,-0.815,0.16,0.0407519924889302,0.00144275167977659,0.16,"Passerina_cyanea"
"Agelaius_phoeniceus_22724191.shp","Agelaius_phoeniceus","Agelaius phoeniceus",4980,"Red-winged Blackbird","Icteridae","Agelaius","phoeniceus","Agelaius phoeniceus",NA,NA,"Agelaius_phoeniceus","rewbla",2.2652995830801,-0.925534530607289,0.301029995663981,-0.0397920157541253,-0.0190513075873262,0.0261340434933952,0.00178471036208208,-0.911,0.249,0.0512227252470545,0.00349803230968088,0.249,"Agelaius_phoeniceus"
"Sturnella_magna_22735434.shp","Sturnella_magna","Sturnella magna",5010,"Eastern Meadowlark","Icteridae","Sturnella","magna","Sturnella magna",NA,NA,"Sturnella_magna","easmea",1.11948523942145,-1.14841751177044,0.348225372857224,-0.0252961962673296,-0.0700840840840841,0.0720293709728941,0.00481408243887819,-3.127,0.487,0.141177567106872,0.00943560158020126,0.487,"Sturnella_magna"
"Sturnella_neglecta_22724256.shp","Sturnella_neglecta","Sturnella neglecta",5011,"Western Meadowlark","Icteridae","Sturnella","neglecta","Sturnella neglecta",NA,NA,"Sturnella_neglecta","wesmea",1.60227090939199,-1.83520611982536,0.301029995663981,-0.134464120779504,-0.0644038159493064,0.0208664744534956,0.00492778430070113,-1.168,0.332,0.0408982899288514,0.00965845722937421,0.332,"Sturnella_neglecta"
"Xanthocephalus_xanthocephalus_22724169.shp","Xanthocephalus_xanthocephalus","Xanthocephalus xanthocephalus",4970,"Yellow-headed Blackbird","Icteridae","Xanthocephalus","xanthocephalus","Xanthocephalus xanthocephalus",NA,NA,"Xanthocephalus_xanthocephalus","yehbla",1.01620771390471,-1.9194598011859,0,-0.451166639271682,-0.0146235401527265,0.0391355528004756,0.00179732288693671,-0.323,1.476,0.0767056834889321,0.00352275285839596,1.476,"Xanthocephalus_xanthocephalus"
"Euphagus_cyanocephalus_22724332.shp","Euphagus_cyanocephalus","Euphagus cyanocephalus",5100,"Brewer's Blackbird","Icteridae","Euphagus","cyanocephalus","Euphagus cyanocephalus",NA,NA,"Euphagus_cyanocephalus","brebla",1.18935734416665,-1.54943244176936,0,-0.096488314137368,-0.0136915092520395,0.0846191977769861,0.00186307507792995,-2.207,0.588,0.165853627642893,0.0036516271527427,0.588,"Euphagus_cyanocephalus"
"Quiscalus_major_22724311.shp","Quiscalus_major","Quiscalus major",5130,"Boat-tailed Grackle","Icteridae","Quiscalus","major","Quiscalus major",NA,NA,"Quiscalus_major","botgra",0.146397020163129,-1.69956796276169,0.616039627052916,-0.388715874761576,-0.0416363636363636,0.365177643180854,0.020886552373744,-0.927,1.756,0.715748180634474,0.0409376426525382,1.756,"Quiscalus_major"
"Quiscalus_mexicanus_22724308.shp","Quiscalus_mexicanus","Quiscalus mexicanus",5120,"Great-tailed Grackle","Icteridae","Quiscalus","mexicanus","Quiscalus mexicanus",NA,NA,"Quiscalus_mexicanus","grtgra",2.96737000149251,-1.50689981536076,0.217322011273649,1.38373760868918,0.0100455580865604,0.728205091168733,0.00332774328603328,2.345,2.042,1.42728197869072,0.00652237684062523,2.042,"Quiscalus_mexicanus"
"Molothrus_ater_22724354.shp","Molothrus_ater","Molothrus ater",4950,"Brown-headed Cowbird","Icteridae","Molothrus","ater","Molothrus ater",NA,NA,"Molothrus_ater","bnhcow",2.01188855665619,-0.92346878411181,0.292285253238629,0.00497786529136605,-0.0167794759825328,0.00575450651649729,0.00330326521997453,-0.73,0.319,0.0112788327723347,0.00647439983115007,0.319,"Molothrus_ater"
"Icterus_spurius_22724134.shp","Icterus_spurius","Icterus spurius",5060,"Orchard Oriole","Icteridae","Icterus","spurius","Icterus spurius",NA,NA,"Icterus_spurius","orcori",0.603817610290381,-1.23330555210269,0.55583362792012,0.191025788556147,-0.00110412033127574,0.0711871890307454,0.00423660576146782,-0.877,0.412,0.139526890500261,0.00830374729247692,0.412,"Icterus_spurius"
"Icterus_bullockii_22729123.shp","Icterus_bullockii","Icterus bullockii",5080,"Bullock's Oriole","Icteridae","Icterus","bullockii","Icterus bullockii",NA,NA,"Icterus_bullockii","bulori",1.37984667241033,-1.46117512747568,0.389972873353915,-0.0266469790775139,0.000721030042918455,0.00821817740740399,0.00516927331019177,-0.716,0.629,0.0161076277185118,0.0101317756879759,0.629,"Icterus_bullockii"
"Icterus_galbula_22724126.shp","Icterus_galbula","Icterus galbula",5070,"Baltimore Oriole","Icteridae","Icterus","galbula","Icterus galbula",NA,NA,"Icterus_galbula","balori",1.41036734857848,-1.64004784797915,0.412697251504221,-0.16366134527102,-0.0755196815568333,0.0614474449747313,0.00980356035652733,-1.314,0.539,0.120436992150473,0.0192149782987936,0.539,"Icterus_galbula"
